subtype,time_index,coord1,coord2
1,2,10.351469993591309,11.727392196655272
1,3,10.425081253051758,11.741971969604492
1,4,10.498483657836914,11.756584167480469
1,5,10.571714401245115,11.771247863769531
1,6,10.644807815551758,11.785982131958008
1,7,10.71779727935791,11.800804138183594
1,8,10.790714263916016,11.8157320022583
1,9,10.863587379455566,11.830780982971191
1,10,10.936443328857422,11.845965385437012
1,11,11.009305953979492,11.861299514770508
1,12,11.082198143005373,11.876795768737791
1,13,11.155139923095703,11.892464637756348
1,14,11.228147506713867,11.908315658569336
1,15,11.30123519897461,11.924358367919922
1,16,11.374414443969728,11.940598487854004
1,17,11.447693824768066,11.95704174041748
1,18,11.521080017089844,11.973692893981934
1,19,11.594576835632324,11.990553855895996
1,20,11.668184280395508,12.0076265335083
1,21,11.741900444030762,12.024910926818848
1,22,11.81572151184082,12.042405128479004
1,23,11.889640808105469,12.06010627746582
1,24,11.96364974975586,12.078011512756348
1,25,12.037737846374512,12.096115112304688
1,26,12.111891746520996,12.114410400390623
1,27,12.186097145080566,12.132889747619627
1,28,12.26033878326416,12.151545524597168
1,29,12.334598541259766,12.170368194580078
1,30,12.408858299255373,12.18934726715088
1,31,12.483098983764648,12.20847225189209
1,32,12.55730152130127,12.227730751037598
1,33,12.631444931030272,12.247110366821287
1,34,12.705509185791016,12.266597747802734
1,35,12.77947235107422,12.286179542541504
1,36,12.853315353393556,12.305841445922852
1,37,12.927017211914062,12.325568199157717
1,38,13.00055980682373,12.345346450805664
1,39,13.07392406463623,12.36515998840332
1,40,13.147092819213867,12.384994506835938
1,41,13.220047950744627,12.404833793640137
1,42,13.29277515411377,12.424662590026855
1,43,13.365260124206545,12.444465637207031
1,44,13.437490463256836,12.464226722717283
1,45,13.509453773498535,12.483931541442873
1,46,13.581140518188477,12.50356388092041
1,47,13.652543067932127,12.52310848236084
1,48,13.723654747009276,12.542550086975098
1,49,13.79447078704834,12.561874389648438
1,50,13.86498737335205,12.581066131591797
1,51,13.93520450592041,12.60011100769043
1,52,14.005122184753418,12.618993759155272
1,53,14.074742317199709,12.637701034545898
1,54,14.144068717956545,12.656217575073242
1,55,14.21310806274414,12.674530982971191
1,56,14.281867980957031,12.692625999450684
1,57,14.35035800933838,12.710490226745604
1,58,14.41858959197998,12.728109359741213
1,59,14.48657512664795,12.74547004699707
1,60,14.554330825805664,12.762558937072754
1,61,14.621871948242188,12.779362678527832
1,62,14.689218521118164,12.795867919921877
1,63,14.756391525268556,12.812060356140137
1,64,14.823412895202637,12.827927589416504
1,65,14.89030647277832,12.84345531463623
1,66,14.957098960876465,12.85862922668457
1,67,15.023818969726562,12.873435974121094
1,68,15.090497016906738,12.887860298156738
1,69,15.15716552734375,12.901887893676758
1,70,15.223859786987305,12.915502548217772
1,71,15.290616035461426,12.928689002990724
1,72,15.357474327087402,12.941431045532228
1,73,15.424476623535156,12.95371150970459
1,74,15.49166774749756,12.9655122756958
1,75,15.559094429016112,12.976816177368164
1,76,15.62680721282959,12.987603187561035
1,77,15.694859504699709,12.99785327911377
1,78,15.763307571411133,13.007545471191406
1,79,15.8322114944458,13.016657829284668
1,80,15.90163516998291,13.02516746520996
1,81,15.97164535522461,13.03304958343506
1,82,16.042314529418945,13.040279388427734
1,83,16.11371612548828,13.046831130981444
1,84,16.185932159423828,13.0526762008667
1,85,16.25904655456543,13.05778694152832
1,86,16.333148956298828,13.062132835388184
1,87,16.408334732055664,13.065683364868164
1,88,16.48470115661621,13.068406105041504
1,89,16.562355041503906,13.070268630981444
1,90,16.64140510559082,13.071236610412598
1,91,16.721965789794922,13.07127571105957
1,92,16.804161071777344,13.070351600646973
1,93,16.888111114501953,13.068428993225098
1,94,16.973949432373047,13.065473556518556
1,95,17.061805725097656,13.06145191192627
1,96,17.151817321777344,13.056330680847168
1,97,17.244121551513672,13.050079345703123
1,98,17.338857650756836,13.042667388916016
1,99,17.4361629486084,13.034069061279297
1,100,17.536174774169922,13.024261474609377
1,101,17.639022827148438,13.013224601745604
1,102,17.744834899902344,13.000943183898926
1,103,17.853723526000977,12.987406730651855
1,104,17.96579933166504,12.972609519958496
1,105,18.08115005493164,12.95655345916748
1,106,18.19985580444336,12.93924331665039
1,107,18.321971893310547,12.92069149017334
1,108,18.44754219055176,12.900914192199709
1,109,18.57658195495605,12.879934310913086
1,110,18.70909118652344,12.857778549194336
1,111,18.84504127502441,12.834478378295898
1,112,18.9843864440918,12.81006908416748
1,113,19.12705421447754,12.784587860107422
1,114,19.27295684814453,12.758074760437012
1,115,19.42198181152344,12.730570793151855
1,116,19.574005126953125,12.702117919921877
1,117,19.728879928588867,12.672760009765623
1,118,19.88645362854004,12.642538070678713
1,119,20.046554565429688,12.611495018005373
1,120,20.209009170532227,12.579670906066896
