umap2d_1,umap2d_2,dynamics_bin
5.455996,10.70046,0.0
18.229898,11.903327,4.0
19.289427,11.8564415,5.0
5.0076585,10.3650675,0.0
5.5425262,10.775934,0.0
5.3564816,10.997981,0.0
5.5163465,11.138062,0.0
5.351206,11.161031,0.0
5.6321435,11.271433,0.0
6.73217,10.088879,0.0
6.825069,10.253268,0.0
6.5697756,10.310576,0.0
11.270788,9.554863,1.0
10.942248,10.082129,0.0
14.52626,12.049923,3.0
23.44613,11.105241,5.0
22.9359,11.329461,5.0
18.367447,12.0482235,5.0
17.969002,12.043071,5.0
12.408785,10.849433,2.0
13.888784,10.796698,3.0
16.806034,10.377855,3.0
17.16317,10.335088,3.0
13.560192,11.389949,2.0
14.791115,11.719617,3.0
18.184683,12.043357,4.0
8.662661,11.200091,0.0
9.691734,11.535844,0.0
11.605993,12.138054,1.0
9.340316,10.911291,0.0
20.067045,11.951043,5.0
22.62461,12.072353,5.0
16.782108,11.694967,4.0
5.008801,10.050509,0.0
5.0714116,10.080898,0.0
4.9115553,10.099553,0.0
5.1312,10.1015,0.0
18.092505,10.828807,4.0
6.729804,11.482049,0.0
8.417832,10.406902,0.0
4.9583144,9.861032,0.0
4.970332,9.897113,0.0
9.193871,10.918693,0.0
9.226758,10.864863,0.0
14.785384,11.39057,3.0
7.394518,11.349854,0.0
8.777097,12.118179,0.0
21.662958,13.05551,5.0
15.361585,13.09946,3.0
21.655962,11.985988,5.0
24.563564,11.880778,5.0
6.4646525,10.747719,0.0
6.0351896,10.754979,0.0
6.4630136,10.826724,0.0
8.333677,9.561928,0.0
8.614894,9.550508,0.0
8.1964245,9.610238,0.0
8.245868,9.350548,0.0
5.786513,11.042108,0.0
9.610769,11.875484,0.0
7.2110066,10.989808,0.0
20.137499,12.217051,5.0
20.093565,12.281409,5.0
21.913776,11.068886,5.0
21.812355,11.342264,5.0
12.011804,12.840224,2.0
11.437823,12.810391,1.0
8.354578,12.295433,0.0
10.247381,12.22257,0.0
16.83038,12.233334,4.0
13.543269,11.877256,3.0
8.848616,12.916381,0.0
8.8114195,12.978314,0.0
9.156455,12.966075,0.0
9.105208,12.967455,0.0
7.7281213,11.482713,0.0
17.298681,12.738304,5.0
11.664199,11.754168,2.0
19.54813,13.414854,5.0
19.593563,13.446801,5.0
19.190401,13.313566,5.0
20.130629,13.448068,5.0
6.253736,9.45248,0.0
9.598142,10.826406,0.0
9.26563,11.056595,0.0
7.427639,10.646359,0.0
9.696063,11.294358,1.0
9.30276,11.300882,0.0
12.544748,12.208726,2.0
14.02614,11.857776,3.0
16.05532,11.506273,3.0
15.754057,11.633759,3.0
19.017727,11.881479,4.0
20.977274,12.045734,5.0
21.450254,12.264433,5.0
8.232677,10.521421,0.0
8.677456,11.701125,0.0
8.238609,11.465492,0.0
9.252657,11.849445,0.0
12.559263,12.12566,2.0
12.89966,11.711373,2.0
9.14022,11.238951,0.0
9.501883,11.597454,0.0
14.007065,12.8179035,2.0
14.317296,12.782373,3.0
20.87748,13.298739,5.0
21.042772,13.3199625,5.0
20.952236,13.209095,5.0
6.9833603,11.378247,0.0
7.8652444,12.132401,0.0
7.3747153,11.717746,0.0
7.0225534,9.691763,0.0
5.6773415,10.060225,0.0
6.5803285,11.881704,0.0
6.832667,11.935549,0.0
9.474794,11.168632,1.0
11.202856,12.036319,2.0
8.651294,11.365331,0.0
18.207905,11.130411,4.0
18.223068,11.095879,4.0
18.16962,11.165691,4.0
20.40415,10.855651,5.0
11.919807,11.96797,2.0
14.091284,12.372387,3.0
22.205156,11.261047,5.0
22.34832,12.462449,5.0
20.456896,12.300837,5.0
9.128269,10.373184,0.0
9.122021,10.113686,0.0
9.091708,10.211841,0.0
10.15225,12.687162,1.0
9.136081,10.220365,0.0
9.378921,10.301053,0.0
9.150416,10.385976,0.0
9.071518,10.541848,0.0
19.027847,12.018361,5.0
19.69318,11.425541,5.0
21.65898,11.190565,5.0
