umap2d_1,umap2d_2,dynamics_bin
8.5633955,9.856301,0.0
10.630302,11.987079,1.0
8.29848,9.639487,0.0
8.458942,9.965955,0.0
8.973506,12.096479,0.0
6.958828,11.506014,0.0
13.990368,11.35952,3.0
16.033066,11.516373,3.0
7.4476333,12.391,0.0
8.021096,12.504986,0.0
8.043925,12.323745,0.0
19.364252,12.133347,5.0
20.693308,11.79643,5.0
20.030457,12.071201,5.0
17.449244,11.929867,4.0
21.683115,10.9277,5.0
23.90524,11.156532,5.0
7.891635,9.361154,0.0
7.5307326,9.301819,0.0
7.6904325,9.433079,0.0
13.478731,12.879076,2.0
13.046206,12.732188,2.0
10.329965,12.336264,0.0
7.3008666,10.492911,0.0
7.33699,10.536596,0.0
7.3768167,10.557511,0.0
20.001307,10.973466,5.0
21.088432,11.362522,5.0
21.990139,11.546202,5.0
6.1217165,9.912415,0.0
7.276339,10.044237,0.0
6.8432264,9.728712,0.0
8.660126,10.862961,0.0
8.360875,11.058149,0.0
7.776986,10.968315,0.0
22.827627,11.867086,5.0
19.32235,12.334848,5.0
22.541348,11.8219385,5.0
11.501162,11.017776,1.0
12.253241,11.924763,2.0
12.146213,11.637608,2.0
12.359625,11.582122,2.0
11.803426,11.217704,2.0
9.419677,10.288119,1.0
11.374099,11.002424,1.0
10.77738,12.450651,1.0
14.48333,10.897432,3.0
18.086746,11.140986,4.0
22.001673,11.660596,5.0
7.595438,11.188682,0.0
7.278835,11.22756,0.0
12.345673,11.307104,2.0
12.03252,11.188987,2.0
9.426032,10.827084,1.0
21.518589,12.229063,5.0
15.266138,11.695823,3.0
18.152237,11.462462,4.0
17.778994,11.876637,4.0
16.76685,13.350421,5.0
16.70737,13.354989,5.0
16.71598,13.31613,5.0
16.703157,13.353239,5.0
16.737492,13.321316,5.0
14.382986,11.252086,3.0
14.4203,11.310751,3.0
21.08613,10.997665,5.0
6.7432256,11.460318,0.0
10.332248,11.753039,0.0
14.140291,13.612111,2.0
8.555604,9.352686,0.0
11.846746,10.132991,1.0
13.468255,10.357699,2.0
9.147983,10.76816,1.0
9.152982,10.861629,0.0
9.237498,11.241917,0.0
9.007125,12.450243,0.0
9.88875,12.710055,1.0
13.633992,12.440651,2.0
15.865621,11.721186,3.0
15.945892,11.603231,3.0
19.425688,10.945336,5.0
19.511404,11.195882,5.0
17.88355,12.658884,5.0
17.145977,12.839394,5.0
21.65924,10.903701,5.0
19.586136,10.858643,4.0
8.287496,9.261417,0.0
19.295683,12.030051,5.0
19.541998,12.229957,5.0
15.830868,12.755305,3.0
18.421848,12.818594,5.0
22.355232,10.857898,5.0
22.355072,10.856611,5.0
22.414179,10.716864,5.0
20.67647,10.934632,5.0
19.07688,11.64094,4.0
22.801188,11.016183,5.0
6.773116,11.1303425,0.0
6.312086,10.615684,0.0
6.3974295,10.974474,0.0
7.100185,11.589547,0.0
6.5296082,11.353838,0.0
6.898161,11.37825,0.0
11.058231,10.561206,1.0
10.849021,10.569603,0.0
11.098526,10.631487,1.0
9.274361,9.910047,0.0
9.899945,10.251937,0.0
7.549962,10.64693,0.0
18.024668,12.542116,5.0
17.353514,10.98626,4.0
17.5815,10.871043,4.0
8.72964,11.475523,0.0
9.510685,11.329276,1.0
8.250005,11.662005,0.0
10.355976,11.794992,0.0
21.865166,11.316442,5.0
8.289147,9.534629,0.0
8.400515,9.392766,0.0
8.301323,9.557347,0.0
8.757543,9.838231,0.0
10.762333,10.830063,1.0
20.72491,12.774201,5.0
20.641417,12.804811,5.0
8.819255,10.963825,0.0
11.301527,11.490128,1.0
9.097189,10.980416,0.0
11.075525,11.836897,1.0
11.56503,12.418688,1.0
6.8725166,9.970022,0.0
8.767089,10.3129015,0.0
7.5981317,9.949078,0.0
7.419641,10.254486,0.0
8.5834,12.776729,0.0
10.329789,12.66584,1.0
9.676026,12.743175,0.0
23.901,12.4864025,5.0
22.814796,12.806018,5.0
7.794332,11.79041,0.0
7.936394,11.98832,0.0
8.417267,12.024296,0.0
10.581449,12.936081,0.0
4.654742,10.29468,0.0
8.344957,9.548828,0.0
8.276378,9.7090645,0.0
10.692924,10.702702,2.0
9.26042,10.5583935,0.0
9.297821,10.852371,0.0
6.441022,10.956181,0.0
7.4102006,10.095501,0.0
6.385605,10.294461,0.0
7.953683,10.09358,1.0
13.833544,10.953795,2.0
10.504132,12.952737,0.0
10.723106,12.892545,0.0
10.725581,12.756414,0.0
20.364683,10.642363,5.0
22.361729,10.658542,5.0
22.55855,10.792121,5.0
22.731424,10.670674,5.0
13.725891,12.166667,2.0
14.032981,12.226978,3.0
7.420488,9.585126,0.0
7.327376,9.487404,0.0
7.5067606,9.469872,1.0
7.1585073,9.486816,0.0
8.372494,9.674802,0.0
10.928078,10.74712,1.0
12.15059,12.023057,2.0
21.4612,12.214692,5.0
22.778757,12.124327,5.0
22.680552,12.126211,5.0
7.7253933,10.912757,0.0
12.329854,11.889599,2.0
21.281338,12.202246,5.0
18.641176,12.378468,5.0
18.123827,11.760003,4.0
20.312489,11.005523,5.0
20.52739,11.06209,5.0
4.0992603,9.877349,0.0
5.918501,11.2970495,0.0
4.6571703,9.7497635,0.0
17.719646,11.2179575,4.0
16.461205,11.1039095,3.0
7.8963814,10.948554,1.0
20.62977,11.753358,5.0
20.74815,12.0594225,5.0
10.609644,11.52787,0.0
10.322316,11.056426,1.0
13.791217,10.964918,2.0
14.166768,10.925292,3.0
13.31001,11.069827,2.0
12.870733,11.19577,2.0
14.624384,11.656976,3.0
14.987083,12.0073,3.0
17.529264,12.019298,3.0
17.510645,12.017201,3.0
17.051254,13.002454,5.0
17.40862,12.664581,5.0
21.267393,11.72248,5.0
20.012165,12.129987,5.0
20.796602,12.026682,5.0
24.494148,11.598437,5.0
24.397045,11.398962,5.0
19.223732,11.043742,5.0
19.267115,11.301863,5.0
19.787355,11.224495,5.0
6.316818,10.332882,0.0
9.586658,12.445826,0.0
8.29715,11.012957,0.0
8.110723,11.135686,0.0
22.541979,11.013572,5.0
22.96024,11.191566,5.0
20.033066,12.075916,5.0
8.618518,9.289874,0.0
8.401503,9.323682,1.0
6.85757,9.348143,0.0
6.9987116,9.310188,0.0
7.012852,9.422854,0.0
14.560501,13.509794,3.0
15.1020155,13.607205,3.0
16.884312,12.940485,5.0
20.554459,12.867293,5.0
20.39786,12.933536,5.0
6.2713933,9.436777,0.0
5.49283,9.798411,0.0
5.9201813,9.889354,0.0
5.8575654,9.9065,0.0
9.460872,10.683925,0.0
4.9747972,10.190466,0.0
4.692413,10.682819,0.0
6.058217,10.473066,0.0
4.927876,9.8286085,0.0
19.039085,12.462053,5.0
15.108983,11.994898,3.0
19.071444,12.347778,5.0
19.090517,11.6357,5.0
19.176376,11.682228,5.0
22.070227,11.233438,5.0
24.389261,10.982358,5.0
24.34325,11.00827,5.0
24.331802,10.992188,5.0
24.375666,10.960123,5.0
24.35192,10.99822,5.0
11.9532175,9.431084,2.0
12.9192505,11.753105,2.0
9.108228,9.970759,0.0
8.69276,9.8573675,0.0
6.5018754,11.015516,0.0
17.522888,12.74112,5.0
7.91345,11.455647,0.0
7.2118483,11.120064,0.0
21.343298,11.36587,5.0
20.83697,11.438218,5.0
23.454414,11.043593,5.0
13.974886,11.431394,3.0
18.198158,11.381872,4.0
19.894941,11.114529,4.0
21.65741,10.877696,5.0
13.712994,11.076025,2.0
14.855788,11.581045,3.0
15.325889,11.530161,3.0
15.93098,11.469274,3.0
18.438549,11.095361,4.0
20.534218,11.43941,5.0
18.408976,11.907534,5.0
12.695082,11.376513,2.0
10.212257,10.41108,1.0
12.360274,11.20944,2.0
12.41115,11.296378,2.0
18.582401,11.747552,4.0
7.9631443,11.617306,0.0
7.061138,11.21867,0.0
7.138056,11.219981,0.0
6.8681,11.318335,0.0
16.417309,11.231304,3.0
19.221542,10.791161,5.0
18.38576,11.259966,4.0
18.447199,11.023464,4.0
16.432945,12.223256,4.0
4.4364715,9.935006,0.0
4.4622617,9.988442,0.0
4.267441,9.799404,0.0
4.1963015,9.823474,0.0
6.4215307,10.2796335,0.0
14.211434,11.761032,3.0
10.781015,10.150514,2.0
10.923472,10.256768,2.0
10.819732,10.152881,2.0
11.003908,10.227762,2.0
15.758021,11.653522,3.0
17.982208,11.57792,4.0
16.792976,11.765359,4.0
24.688276,12.05253,5.0
18.849625,11.6362,4.0
11.108065,12.421773,1.0
9.373715,12.25638,0.0
10.981036,12.832049,1.0
16.018833,10.816446,3.0
16.859617,10.54637,3.0
16.133934,10.715656,3.0
8.869434,12.15386,0.0
10.389704,11.818451,1.0
13.28337,10.400678,2.0
10.031618,10.661854,2.0
12.257117,11.562631,2.0
10.629711,11.304344,1.0
11.903711,11.584761,2.0
16.172216,12.285298,3.0
16.154528,12.242947,3.0
16.50759,13.53571,4.0
16.420294,13.470149,4.0
16.466768,13.539361,4.0
19.717638,11.023613,4.0
20.142021,11.044999,5.0
6.2264223,10.350045,0.0
5.888459,10.313024,0.0
5.9293146,10.608439,0.0
5.8868637,10.71601,0.0
14.417646,12.524197,3.0
16.351376,12.862073,3.0
17.155252,12.881238,4.0
17.47536,13.027367,4.0
16.66929,12.852085,4.0
21.07262,12.411038,5.0
5.899753,9.71589,0.0
6.2545977,9.5819435,0.0
20.178873,11.784325,5.0
20.767727,11.721488,5.0
10.662104,12.08146,1.0
21.066376,13.212916,5.0
21.3492,13.092474,5.0
21.007336,13.167443,5.0
21.144701,13.168738,5.0
8.03493,12.015745,0.0
7.276495,11.523226,0.0
5.798933,10.876481,0.0
7.0756173,12.0690365,0.0
16.736258,11.030612,3.0
16.182796,10.841716,3.0
16.59451,10.956909,3.0
19.452353,12.070431,5.0
15.017956,10.581445,3.0
16.676142,10.999172,4.0
12.174853,12.4011965,2.0
11.811128,12.588465,1.0
12.376318,12.335671,2.0
12.842579,12.606164,2.0
13.557187,12.542387,2.0
18.309334,10.819215,4.0
22.22161,11.35162,5.0
10.939132,11.320791,1.0
11.375125,11.252545,2.0
10.092277,11.856225,1.0
9.810908,11.121464,0.0
23.528776,11.535854,5.0
8.416733,11.236333,0.0
11.301118,12.233686,1.0
8.157263,11.601264,0.0
11.197528,12.836483,0.0
8.237632,11.96337,0.0
11.6187935,11.220183,2.0
11.575793,11.230778,1.0
11.7365885,11.324388,1.0
11.674254,11.362528,1.0
7.2890463,11.978411,0.0
9.487857,11.800839,1.0
10.051409,11.853123,1.0
10.478237,11.829077,1.0
8.424891,12.698318,0.0
7.3728085,12.438705,0.0
7.3709474,11.889238,0.0
22.768991,11.264096,5.0
22.957672,11.145474,5.0
15.352335,11.64847,3.0
12.826905,11.232359,2.0
12.306111,10.972913,2.0
14.837093,10.871298,3.0
22.182503,10.543011,5.0
8.066865,10.241029,0.0
8.378347,10.335711,0.0
8.456767,10.230553,0.0
8.000147,10.186968,0.0
8.168285,10.071307,0.0
7.2890606,10.907284,0.0
7.1623044,10.892033,0.0
8.200947,10.754978,0.0
6.19048,10.831242,0.0
5.37616,10.557754,0.0
16.158676,12.027577,4.0
14.812418,11.773286,3.0
10.180792,12.545484,0.0
11.173258,13.107081,1.0
21.381372,11.360392,5.0
5.685606,10.611769,0.0
5.8620343,10.40159,0.0
6.233678,10.507908,0.0
13.523656,10.829233,2.0
8.734129,10.909296,1.0
11.526723,12.040983,1.0
10.528072,12.916936,1.0
11.993119,13.014304,1.0
9.909932,13.072657,1.0
9.703165,13.0800905,0.0
9.539822,13.169716,0.0
9.932256,13.195538,1.0
9.797312,10.649149,1.0
11.640928,10.649585,2.0
11.387756,9.223335,1.0
11.431146,9.365862,0.0
11.431275,9.166429,1.0
11.817729,9.43587,1.0
18.201378,12.243494,5.0
18.334883,12.648355,5.0
18.352192,12.322202,5.0
24.734612,12.0818405,5.0
24.712141,12.136685,5.0
24.660774,12.125758,5.0
9.365429,12.445281,0.0
11.149269,13.055412,0.0
9.287208,12.183923,0.0
11.716715,12.501086,1.0
11.518922,12.411868,1.0
13.194755,11.089287,2.0
8.924838,9.557938,0.0
10.480981,12.002926,1.0
10.183276,11.094201,0.0
11.835521,12.13868,2.0
11.908097,11.968124,2.0
8.70337,11.673383,0.0
8.303024,11.05361,0.0
22.998497,11.154421,5.0
20.505625,11.441035,5.0
7.567293,10.079947,0.0
7.468355,10.158969,0.0
7.719002,10.126258,0.0
13.269915,10.288325,2.0
15.469561,10.714333,3.0
10.534056,10.963884,1.0
10.372185,11.130224,1.0
9.671284,11.83722,0.0
9.730597,11.877835,0.0
9.667277,11.8827715,0.0
6.6754565,11.10392,0.0
6.583896,11.135965,0.0
14.318613,13.33105,3.0
13.55383,10.283056,2.0
13.625253,10.31514,2.0
13.608217,10.263452,2.0
13.595345,10.287642,2.0
13.603246,10.262229,2.0
13.575111,10.283936,2.0
21.42441,12.364062,5.0
21.455086,12.380738,5.0
10.726927,11.895976,1.0
12.99351,11.524976,2.0
15.196241,11.591742,3.0
14.757912,11.322711,3.0
22.85519,10.990398,5.0
14.324196,12.529974,3.0
21.947454,12.050039,5.0
22.023186,12.061821,5.0
22.153168,11.936235,5.0
22.22442,11.973282,5.0
21.214525,12.122811,5.0
18.303411,12.605955,5.0
19.536669,12.444551,5.0
21.701384,12.219814,5.0
22.516378,12.008347,5.0
16.848547,11.203466,3.0
19.007547,11.05909,4.0
21.199417,12.449345,5.0
7.775117,10.922665,0.0
9.145305,9.817198,0.0
10.612085,10.976774,1.0
11.785702,11.276925,2.0
16.245039,12.164906,4.0
19.405338,11.457244,5.0
15.388641,11.800795,3.0
20.919401,11.799884,5.0
23.524134,11.4143095,5.0
23.81983,11.506681,5.0
24.601524,11.939498,5.0
24.724257,11.981097,5.0
12.540693,11.323993,2.0
14.025873,10.937517,2.0
13.737378,10.6643095,2.0
14.251798,10.728702,3.0
16.300135,10.499524,3.0
16.594574,11.324234,3.0
18.920542,11.513236,4.0
21.815317,11.315926,5.0
23.554508,10.984795,5.0
21.38184,11.636074,5.0
18.66842,11.989985,5.0
8.069093,11.281138,0.0
15.96205,10.916133,3.0
17.207493,10.651236,3.0
17.765945,10.725512,4.0
17.644976,10.680517,4.0
17.817654,10.816762,4.0
13.928169,12.736732,2.0
16.381649,12.923878,4.0
6.562445,10.103588,0.0
6.979719,9.859671,0.0
6.2013702,10.249364,0.0
5.909808,10.26082,0.0
6.402511,10.208019,0.0
11.674751,12.017921,2.0
14.1583185,11.589428,3.0
17.225035,12.2613735,4.0
15.3221655,11.944938,3.0
18.947092,12.365756,5.0
15.118283,11.943494,3.0
14.7566,11.951251,3.0
12.939884,11.423694,2.0
18.226704,12.335695,5.0
18.045208,12.182015,4.0
18.091478,12.060881,4.0
17.963037,12.347991,5.0
24.633566,12.11826,5.0
24.710384,12.168552,5.0
20.609776,12.921068,5.0
10.43906,10.279047,0.0
10.46028,10.491448,1.0
10.339553,10.531786,0.0
12.1283865,11.271309,2.0
12.427487,11.220232,3.0
15.165056,11.951824,3.0
15.676792,12.243269,3.0
17.893768,11.920781,4.0
18.524008,11.696696,4.0
8.058761,11.565394,0.0
8.745044,12.503023,0.0
7.4134846,11.617821,0.0
15.177398,13.550271,3.0
16.283203,13.692354,5.0
15.619066,13.606983,3.0
7.113981,10.380779,0.0
7.557555,10.698635,0.0
11.01056,12.069853,1.0
8.753186,11.658866,0.0
8.219021,11.0957,1.0
8.257648,11.06762,1.0
14.008241,12.928315,2.0
19.667126,11.434994,5.0
20.20593,11.125908,5.0
12.552698,12.376368,2.0
10.624377,11.660207,0.0
11.021728,11.921021,1.0
12.281598,12.376584,1.0
12.892446,12.346412,2.0
13.485515,12.519995,2.0
11.971283,11.653469,2.0
6.8809276,11.051685,0.0
7.2980537,10.914275,0.0
7.221262,12.438748,0.0
7.336511,12.414489,0.0
6.281037,11.882896,0.0
6.4351296,12.065547,0.0
21.339466,13.245657,5.0
20.359129,13.421254,5.0
20.187365,11.984984,5.0
20.332241,12.039276,5.0
11.743714,11.964527,1.0
12.885212,12.1065645,2.0
15.529614,12.027361,3.0
17.089521,12.279389,4.0
17.46816,12.251701,4.0
9.971263,11.682781,1.0
10.378001,11.478526,1.0
4.9462013,11.107258,0.0
4.9433713,11.135174,0.0
4.9490943,11.083918,0.0
19.597744,11.135789,5.0
21.398853,11.023068,5.0
7.67226,10.94873,0.0
8.391358,10.617894,0.0
7.975003,12.393282,0.0
7.863302,12.318161,0.0
8.815816,12.91379,0.0
8.547797,12.893314,0.0
8.574067,12.911801,0.0
20.244793,12.11624,5.0
20.959703,11.927807,5.0
22.579813,11.982541,5.0
17.928507,11.857635,4.0
8.006228,9.903737,0.0
6.9904327,9.660281,0.0
18.701088,12.233805,5.0
23.505867,11.275368,5.0
21.312965,12.044856,5.0
21.242619,12.035035,5.0
21.806257,12.226494,5.0
23.599571,11.3485365,5.0
24.61817,12.00439,5.0
6.6455817,11.560591,0.0
6.365896,11.099049,0.0
7.203591,12.02857,0.0
6.6051054,11.77575,0.0
11.0900345,11.430364,2.0
15.391007,10.786601,3.0
16.06016,11.003225,3.0
16.813225,11.610902,4.0
9.130863,11.556961,0.0
9.123799,11.593319,0.0
11.216634,12.321604,1.0
9.7918415,12.02473,0.0
10.37763,12.574297,0.0
15.406046,13.731106,3.0
16.08637,13.605696,3.0
16.260925,13.682468,4.0
16.147568,13.742643,4.0
21.097239,13.314642,5.0
21.210052,13.344251,5.0
5.9381948,11.160606,0.0
3.9885592,9.895046,0.0
4.3080883,9.906019,0.0
4.1541924,9.924563,0.0
17.366331,12.842594,5.0
19.76241,12.182064,5.0
10.454709,12.527296,1.0
9.26287,10.724404,0.0
22.647028,11.355547,5.0
23.245836,11.68882,5.0
17.817867,12.346517,5.0
17.633621,12.619382,5.0
21.062712,10.973084,5.0
21.81448,10.664598,5.0
11.199718,11.81044,1.0
11.439037,11.733912,1.0
11.709812,11.692627,2.0
7.8680277,10.906483,0.0
7.1746087,10.664487,0.0
5.9787188,9.864676,0.0
22.927994,10.962312,5.0
23.349335,11.219309,5.0
23.867918,11.146509,5.0
20.322863,11.935336,5.0
21.52689,11.956162,5.0
22.180742,11.719832,5.0
24.000786,11.564006,5.0
7.7802143,10.747988,0.0
7.187039,10.587782,0.0
11.090153,11.927273,1.0
12.031912,11.432782,2.0
13.652227,12.020971,2.0
13.922176,12.004147,3.0
14.369889,11.892571,3.0
16.13665,11.870974,4.0
4.9861364,9.930582,0.0
20.249569,11.924903,5.0
21.003141,12.043354,5.0
10.425513,11.33665,1.0
10.73727,11.610764,1.0
13.010505,12.966718,2.0
7.2979693,12.344845,0.0
6.9413013,11.446342,0.0
6.903428,11.454251,0.0
9.520696,10.970661,2.0
15.068425,12.16805,3.0
16.593594,12.009373,4.0
19.003222,11.785187,5.0
21.640635,10.773478,5.0
22.468231,10.81059,5.0
22.185547,10.900257,5.0
6.9283466,10.076143,0.0
7.8107586,10.137627,0.0
22.868153,10.873257,5.0
20.556822,12.290185,5.0
19.645224,12.159549,5.0
10.814406,11.731424,1.0
10.901481,11.722079,1.0
6.92244,10.755182,0.0
11.803947,11.874041,2.0
12.540187,12.189639,2.0
15.818414,12.5005455,3.0
17.065195,13.066317,5.0
16.96759,13.017222,5.0
18.117506,12.937442,5.0
5.907947,9.989806,0.0
10.258854,11.951065,0.0
16.219563,11.505028,3.0
18.068129,11.779752,4.0
15.853413,11.524979,3.0
8.198378,11.450659,0.0
8.13655,11.349093,0.0
7.7299414,11.187139,0.0
23.372784,11.178319,5.0
16.389378,11.683085,3.0
19.617842,11.075662,4.0
19.254644,11.271388,4.0
16.76899,11.879279,4.0
4.541311,10.199735,0.0
4.6251893,9.858533,0.0
4.825669,9.684907,0.0
5.1124854,9.716754,0.0
5.772135,9.684298,0.0
7.24192,9.796092,1.0
17.004578,13.65359,4.0
8.966325,10.459225,1.0
12.914225,11.193254,2.0
13.79713,11.070952,3.0
16.556208,11.642468,4.0
14.498496,10.765998,2.0
13.516889,12.547711,2.0
14.816126,12.712824,3.0
6.3088827,11.893788,0.0
6.3003025,11.641106,0.0
5.9088264,11.589863,0.0
6.1556463,11.913723,0.0
6.3087506,12.008631,0.0
17.446012,12.816284,5.0
16.832376,12.840586,4.0
16.556604,12.382361,4.0
20.06239,12.148716,5.0
12.074616,12.140772,2.0
11.529112,12.743085,1.0
11.4327545,12.649819,1.0
10.8828335,12.593433,0.0
8.99455,11.732273,0.0
9.509448,11.631651,0.0
17.579302,11.350397,4.0
19.718786,11.363035,5.0
14.2368145,10.53964,3.0
16.76718,10.677108,3.0
19.604107,12.4950285,5.0
20.847786,12.124549,5.0
6.54163,10.0631485,0.0
6.6370587,10.068707,0.0
13.341735,12.045393,2.0
14.045659,11.95215,3.0
18.275784,11.655373,4.0
18.3315,11.703531,4.0
19.077002,11.3363495,5.0
14.334308,12.788119,3.0
12.807932,11.305004,2.0
13.131087,11.310411,3.0
15.568173,11.925428,3.0
12.582763,11.152425,2.0
4.332795,10.464793,0.0
3.8368917,9.95376,0.0
8.967566,10.764561,0.0
10.621462,10.876388,2.0
9.652691,10.937031,0.0
20.903559,11.170952,5.0
20.915533,11.1768055,5.0
20.678595,11.907838,5.0
20.30134,12.56568,5.0
19.806684,12.444416,5.0
12.081401,10.488078,2.0
11.522656,9.368936,1.0
11.936962,9.553357,2.0
11.577883,9.531425,1.0
12.272175,11.458606,2.0
12.186605,9.709765,2.0
12.376103,9.749063,2.0
11.204795,9.167241,0.0
16.87498,11.167723,3.0
16.858717,11.100243,3.0
18.848047,11.183259,4.0
18.828665,11.087007,4.0
16.414495,10.798085,3.0
16.82318,10.793039,3.0
18.325241,10.981463,4.0
22.865446,11.270881,5.0
22.054508,11.608155,5.0
23.30898,11.326434,5.0
22.646284,11.01281,5.0
22.38157,11.983611,5.0
11.647799,11.2497225,2.0
11.602459,11.151057,1.0
11.736283,11.448724,1.0
11.816426,11.430127,1.0
10.871858,11.814924,1.0
11.354508,11.712745,1.0
11.760103,11.475538,1.0
11.465311,11.672572,1.0
9.536851,10.838068,2.0
11.343811,10.232631,2.0
11.229414,10.202168,1.0
11.56542,10.267856,2.0
13.408411,10.962067,3.0
13.625741,10.549418,3.0
15.316704,10.86248,3.0
9.169434,11.455463,0.0
11.306328,9.118668,0.0
11.558791,9.222267,1.0
11.821481,9.417531,1.0
11.017238,9.029221,0.0
11.063269,11.497109,1.0
6.6004243,10.115648,0.0
11.899961,12.1384535,2.0
16.140205,11.81819,4.0
19.482365,11.529511,5.0
18.18183,11.896308,5.0
6.9351106,10.644759,0.0
6.3959,10.437573,0.0
13.860648,11.624193,3.0
12.231311,11.098437,3.0
16.521805,12.113833,4.0
17.396439,12.90325,5.0
18.765232,12.243199,5.0
19.122942,11.968084,5.0
10.076283,10.762113,1.0
14.184727,10.737105,3.0
16.604965,10.400033,3.0
17.677664,10.5679245,4.0
18.001406,10.682898,4.0
20.746601,10.795779,5.0
14.489873,10.929784,3.0
14.628985,10.804942,3.0
14.210909,10.991252,3.0
14.2597,10.937842,3.0
23.187037,11.860627,5.0
22.531097,11.718838,5.0
22.186705,11.97541,5.0
23.516533,11.844705,5.0
6.310854,9.397705,0.0
6.2224402,9.429387,0.0
10.1710205,10.04199,2.0
12.456597,12.552929,2.0
8.305814,10.579708,0.0
7.109939,11.011384,0.0
8.293568,10.469266,0.0
20.876032,12.744885,5.0
20.850239,12.725278,5.0
22.634853,12.395292,5.0
23.36595,12.317318,5.0
23.651043,12.040639,5.0
6.6387467,10.524035,0.0
6.6369796,10.5271635,0.0
18.34037,12.994658,5.0
19.135727,12.8906355,5.0
22.27462,12.531168,5.0
19.167519,10.738803,4.0
19.748972,10.770608,4.0
19.475065,10.729336,4.0
13.410663,12.387157,2.0
13.31252,12.356765,2.0
13.9020605,12.403791,2.0
14.356087,12.606941,3.0
14.315251,12.64308,3.0
14.256058,12.711059,3.0
11.194783,11.240447,1.0
21.831259,11.409408,5.0
19.12773,11.625009,5.0
7.4731526,12.225924,0.0
7.5401664,12.236627,0.0
7.8076773,12.1904335,0.0
8.482256,12.429942,0.0
8.490315,12.278457,0.0
13.591151,12.061426,2.0
10.616492,12.873203,0.0
9.906877,12.255591,0.0
16.989958,12.709281,4.0
16.90014,12.720161,4.0
17.377148,12.605723,5.0
15.019049,11.935985,3.0
7.429013,11.594032,0.0
8.618254,9.744492,0.0
8.930101,9.793629,0.0
8.801968,9.768746,0.0
13.00398,10.361316,3.0
16.24557,11.389424,3.0
8.269489,11.206574,1.0
10.58482,11.820476,2.0
15.587569,12.827938,4.0
13.512773,12.910615,3.0
16.109627,13.451876,3.0
16.450132,13.504265,4.0
16.77432,13.596442,5.0
16.901644,13.551305,5.0
20.830536,12.386802,5.0
21.821535,12.023816,5.0
19.145857,12.035351,5.0
22.354166,11.483787,5.0
23.178942,11.931521,5.0
23.689184,11.720573,5.0
23.445488,11.3599825,5.0
22.03055,10.91338,5.0
22.412434,11.429452,5.0
11.54655,9.408257,2.0
22.68746,11.704557,5.0
22.67414,11.7718935,5.0
16.990608,10.331724,3.0
17.136711,10.304784,3.0
17.216204,10.393783,3.0
20.086025,10.612491,4.0
23.41696,10.806953,5.0
24.18289,11.125632,5.0
22.599195,10.612085,5.0
23.061937,10.726134,5.0
6.237945,10.824663,0.0
8.637509,9.725893,0.0
9.201294,11.896433,0.0
9.224881,11.935818,0.0
15.518447,11.626031,3.0
15.510804,11.485973,3.0
18.347593,11.392747,4.0
19.155273,11.15617,4.0
17.859442,12.206085,4.0
18.345907,12.118158,5.0
17.400343,12.777263,4.0
21.741028,11.006315,5.0
21.470997,10.63885,4.0
7.9605336,10.427565,0.0
5.5276656,10.18167,0.0
6.1049533,10.457408,0.0
6.8741884,10.589271,0.0
8.27679,10.460553,0.0
13.835959,10.738236,3.0
17.719603,11.617133,4.0
17.944105,11.641618,4.0
16.432386,10.500122,3.0
16.89715,10.450062,3.0
18.569115,10.967218,4.0
20.783014,10.958331,5.0
17.990547,10.744405,4.0
18.84111,10.739449,4.0
15.951975,11.584969,3.0
17.21255,11.588193,4.0
17.432922,11.634177,4.0
23.032856,12.921558,5.0
17.475151,10.6100445,4.0
13.2645235,11.727159,3.0
18.432814,11.879245,5.0
11.11842,10.790556,1.0
10.845732,10.76157,1.0
9.395526,10.551757,1.0
9.378844,10.594518,1.0
8.688749,10.84341,0.0
6.7341886,10.64943,0.0
9.011618,9.560972,1.0
9.343197,9.692016,1.0
9.374887,10.0452795,0.0
9.326691,10.110522,0.0
9.142052,10.364058,0.0
9.593149,10.467082,0.0
22.06652,11.872277,5.0
23.356789,10.944073,5.0
20.86598,11.0833235,5.0
19.643248,13.178088,5.0
6.8443193,10.347689,0.0
6.4941216,10.245772,0.0
19.658274,10.743289,4.0
19.946896,10.664674,4.0
13.770942,10.892792,2.0
6.3866363,11.307199,0.0
6.88416,11.565381,0.0
21.628864,12.53819,5.0
11.896663,9.897071,2.0
11.6044855,9.39379,1.0
11.572678,9.326151,1.0
7.7500925,11.070466,0.0
9.820183,11.229147,0.0
9.878592,11.3538685,0.0
9.899204,11.277855,0.0
9.818106,11.2447,0.0
18.812872,11.178321,4.0
16.892496,13.13081,4.0
17.078438,13.014545,4.0
11.524275,9.647094,0.0
20.847813,12.251288,5.0
22.295275,12.015716,5.0
21.22444,12.599865,5.0
9.346677,12.311682,0.0
7.10776,11.246671,0.0
10.407491,9.7915,2.0
21.466143,12.427775,5.0
15.516711,12.2909355,3.0
17.583172,12.314355,4.0
8.824667,10.676612,0.0
9.258008,10.572401,1.0
17.107826,12.86044,4.0
16.685335,12.977475,4.0
19.493488,11.040361,4.0
19.205366,11.1240015,4.0
19.479126,10.824014,4.0
18.88833,10.826852,3.0
9.557211,10.682335,1.0
14.187068,10.907983,2.0
13.789847,10.865994,2.0
14.1100855,10.86549,2.0
16.643837,10.439199,3.0
9.413162,10.952238,0.0
10.764375,11.544534,1.0
