subtype,bin_raw,coord1,coord2,arrow_dx_plotted,arrow_dy_plotted,marker_type
0,5.0,19.30620574951172,11.963674545288086,0.733644425868988,0.0048966128379106,o
0,3.0,14.249274253845217,11.34946060180664,0.7998620867729187,0.1229550167918205,o
0,5.0,22.70444679260254,10.804616928100586,1.148957133293152,0.051407728344202,o
0,4.0,18.02025032043457,11.85927391052246,0.8116871118545532,0.0263050813227891,o
0,5.0,19.32174301147461,11.72764015197754,0.7472658753395081,-0.0092579992488026,o
0,2.0,14.123093605041504,10.936407089233398,0.741453230381012,-0.0152301108464598,o
0,5.0,18.67701911926269,11.039502143859863,0.6225686073303223,-0.0425575301051139,o
0,3.0,16.02825355529785,11.412025451660156,0.7836512327194214,0.0108415577560663,o
0,1.0,10.777379989624023,12.450651168823242,0.5671401023864746,-0.0033466045279055,o
0,3.0,15.325888633728027,11.530160903930664,0.7982071042060852,0.0413505360484123,o
0,5.0,22.957672119140625,11.145474433898926,1.2228540182113647,0.0655960738658905,o
0,2.0,12.939884185791016,11.423693656921388,0.7102916240692139,-0.0389042794704437,o
0,5.0,18.70108795166016,12.233804702758787,0.5819489359855652,0.0535524114966392,o
0,5.0,22.646284103393555,11.012809753417969,1.184686303138733,0.0514598935842514,o
0,5.0,21.22443962097168,12.599864959716797,1.0997556447982788,0.005414999090135,o
0,5.0,18.345354080200195,12.307671546936035,0.5016523003578186,0.0868368670344352,o
0,5.0,19.15094375610352,11.934391021728516,0.700300931930542,0.0090819401666522,o
0,5.0,22.65222930908203,10.668312072753906,1.1186802387237549,0.0471669547259807,o
0,2.0,11.975448608398438,11.794102668762209,0.5367085933685303,-0.046643778681755,o
0,5.0,24.736724853515625,12.078103065490724,1.2194783687591553,0.1120144203305244,o
0,4.0,17.301958084106445,12.028871536254885,0.7217604517936707,0.0582859739661216,o
0,2.0,11.807260513305664,12.119328498840332,0.4729559421539306,-0.0607448741793632,o
0,5.0,22.836349487304688,11.0520658493042,1.2029306888580322,0.0598910152912139,o
0,5.0,21.08502960205078,11.899786949157717,1.0879297256469729,0.0004401583282742,o
0,5.0,23.47087860107422,10.985095024108888,1.2173279523849487,0.0843902677297592,o
0,1.0,10.69733428955078,11.597158432006836,0.5534460544586182,-0.0117317214608192,o
0,4.0,16.1256103515625,12.395214080810549,0.6750866174697876,0.1494797617197036,o
0,5.0,21.754003524780277,10.66460418701172,1.0607447624206543,0.007337134797126,o
0,5.0,21.674060821533203,12.066190719604492,1.1837366819381714,0.0179861448705196,o
0,2.0,13.087501525878906,11.82563018798828,0.6685419678688049,-0.0837178081274032,o
1,1.0,10.6936616897583,13.1129789352417,0.6195579767227173,0.0708559080958366,h
1,5.0,17.50697898864746,13.173677444458008,0.7333505749702454,-0.0962748900055885,h
1,1.0,10.907180786132812,12.893353462219238,0.5971254706382751,0.0858151465654373,h
1,3.0,14.309647560119627,12.395831108093262,0.6080442667007446,0.1745646893978119,h
1,1.0,11.837224960327148,12.033455848693848,0.5619108080863953,0.1836692541837692,h
1,1.0,11.605993270874023,12.138053894042969,0.5728024840354919,0.1641435474157333,h
1,5.0,20.13062858581543,13.448067665100098,1.3926517963409424,-0.2488950788974762,h
1,1.0,10.762332916259766,10.830062866210938,0.6198010444641113,0.2481296956539154,h
1,1.0,7.506760597229004,9.46987247467041,0.949733316898346,0.1086426228284835,h
1,3.0,14.560501098632812,13.509794235229492,0.6272313594818115,0.1200058162212371,h
1,4.0,16.26092529296875,13.68246841430664,0.5761085152626038,0.0691796541213989,h
1,4.0,17.07843780517578,13.014545440673828,0.8249386548995972,-0.0502259023487567,h
1,2.0,10.211772918701172,10.729262351989746,0.7898517847061157,0.204811543226242,h
1,1.0,10.885403633117676,12.571889877319336,0.6023110747337341,0.1015271320939064,h
1,2.0,10.4881010055542,10.578086853027344,0.7599086165428162,0.2479726523160934,h
1,1.0,9.664762496948242,10.404777526855469,0.7080655694007874,0.2132779210805893,h
1,1.0,8.99166202545166,10.639837265014648,0.7839565277099609,0.1310624778270721,h
1,1.0,10.812113761901855,11.922389030456545,0.6182079315185547,0.1430463939905166,h
1,2.0,11.3425874710083,12.874080657958984,0.7056328654289246,0.0480876602232456,h
1,1.0,8.979643821716309,13.076173782348633,0.909262716770172,0.0320028848946094,h
1,5.0,23.41114616394043,12.712855339050291,1.6251230239868164,-0.1948103904724121,h
1,2.0,13.14734935760498,12.237244606018066,0.6197630167007446,0.1820595562458038,h
1,1.0,9.996139526367188,11.127735137939451,0.6846583485603333,0.1626221537590026,h
1,3.0,13.764815330505373,12.393485069274902,0.633317768573761,0.2008259445428848,h
1,1.0,9.469188690185549,11.147960662841797,0.7364998459815979,0.1232889294624328,h
1,1.0,11.324799537658691,11.63571071624756,0.5913366079330444,0.1963134258985519,h
1,5.0,23.818254470825195,12.62281894683838,1.6260887384414673,-0.1865778863430023,h
1,4.0,16.61802864074707,13.209843635559082,0.6863460540771484,0.0105692194774746,h
1,1.0,10.277613639831545,11.712824821472168,0.6591715812683105,0.1300170421600341,h
1,3.0,16.05835723876953,12.29815673828125,0.708942711353302,0.0298938322812318,h
