scheme,rmse_followup
B,0.0975056968971815
B,0.0801056269302083
B,0.0762437359090772
B,0.1358090398847639
B,0.0524997874687128
B,0.0879214333466894
B,0.0568687509680335
B,0.0642260995874099
B,0.0932966051887341
B,0.1391936043443334
B,0.073745380234408
B,0.0541747681693388
B,0.0673074224148175
B,0.1030289521391627
B,0.0358001345268522
B,0.0789523741211063
B,0.0362950162037086
B,0.0342915971236371
B,0.0539023643335853
B,0.053407604017934
B,0.0582443577284908
B,0.0442873085788693
B,0.080449246135582
B,0.1058187759350089
B,0.0980062946952065
B,0.106709277066546
B,0.137946778799389
B,0.033505375185068
B,0.062078195082434
B,0.0375297840021096
B,0.0315036896389093
B,0.0829385832483428
B,0.0434861518264959
B,0.0866122118602184
B,0.0653450825691527
B,0.1536769236423465
B,0.091750752589676
B,0.0656637234118048
B,0.1079018582398628
B,0.1510979782194654
B,0.0461816592179181
B,0.0546226090187797
B,0.0419080720934954
B,0.0983356906458326
B,0.0672191327596744
B,0.0661273732633435
B,0.1091047601046527
B,0.0408317311138014
B,0.0700836961598041
B,0.0833381589423663
B,0.0455150582819633
B,0.0502845549462115
B,0.0404150286942906
B,0.1883152290264241
B,0.0621656836062717
B,0.0469424150795194
B,0.0644846592668386
B,0.0702370404314584
B,0.0740611673130664
B,0.1073609411940103
B,0.12634118905401
B,0.0951730111042691
B,0.196260210648802
B,0.0565121157049191
B,0.0686201834402114
B,0.0639805231608068
B,0.0577373537096359
B,0.0826627602184313
B,0.0960914197263419
B,0.0909959330632472
B,0.059722514183192
B,0.0952230311288636
B,0.1079082768257389
B,0.07687048323965
B,0.1264213941331825
B,0.1409751149847098
B,0.1337513741510565
B,0.040763092992814
B,0.044860449705983
B,0.0751006373439684
B,0.089290653546544
B,0.0908449961888747
B,0.0575119212828263
B,0.0648771071910851
B,0.0902596254051981
B,0.0458231487185255
B,0.0753903090507251
B,0.0565173263914665
B,0.2307571556252588
B,0.0948550103653596
B,0.0694869804990742
B,0.0513740847871347
B,0.2128686732886836
B,0.0829819826061051
B,0.0647838911238383
B,0.0750290089122145
B,0.039862759599393
B,0.0715839420929452
B,0.0550008060864627
B,0.0784785522370965
B,0.0660948052794035
B,0.0712125760850993
B,0.0495589680015605
B,0.0529508259150943
B,0.0407147974895035
B,0.0476455024093386
B,0.0552844565757474
B,0.1179379256927899
B,0.0708862188787504
B,0.0462309175013034
B,0.0771638928673573
B,0.0850759918342316
B,0.0429040312094432
B,0.0598291135157374
B,0.0461296921851453
B,0.0787804488435757
B,0.0945646837096299
B,0.0387084736737969
B,0.0434426853550705
B,0.0772873958974084
B,0.1827211806152903
B,0.059728034494805
B,0.1154847933879751
B,0.0657061553668516
B,0.0611455875081439
B,0.0430110757276935
B,0.0483860667339598
B,0.0716459750817043
B,0.1823379955158251
B,0.0487622832484224
B,0.0804823015155459
B,0.0509849564106114
B,0.0494444718179688
B,0.0690776629854272
B,0.0799323997351138
B,0.056137801664179
B,0.0749356745261206
B,0.03539261204117
B,0.0375304749404081
B,0.0506074184789764
B,0.0534950380281594
B,0.0823999050900775
B,0.0794076587364371
B,0.0543907278331062
B,0.0866448417196245
B,0.199196550038768
B,0.0425303799002295
B,0.1174723093336734
B,0.0713607705607176
B,0.058404441525124
B,0.0525402282299784
B,0.0506463168138571
B,0.0475941981052957
B,0.0439085395770694
B,0.0349812829327315
B,0.0498303553467289
B,0.0622912633736112
B,0.0570606691240075
B,0.07955042092753
B,0.0575949567529885
B,0.1219114578925894
B,0.0432878165682507
B,0.0455089952531271
B,0.0748168038609443
B,0.0620084821126634
B,0.054968042724873
B,0.0623811179771807
B,0.1263651631378745
B,0.0626156278073282
B,0.0666708422734857
B,0.0903806167132101
B,0.0604861189576462
B,0.0635381884673861
B,0.0870691491898218
B,0.0676532840843223
B,0.0472363521462731
B,0.0692695527268613
B,0.0471569575230684
B,0.0833064332137217
B,0.0454217692653466
B,0.043830780334629
B,0.0581582843262566
B,0.063147779472611
B,0.0483341734881946
B,0.0621734285837292
B,0.0602331219484665
B,0.0800452768268916
B,0.0575593178617712
B,0.1240645301491503
B,0.0632377483509752
B,0.0773049046383346
B,0.0758295585061773
B,0.0544071329406906
B,0.0549208963615545
B,0.1345216842979975
B,0.0605253359841281
B,0.1647101982711329
B,0.0303362746286409
B,0.0403430858583524
B,0.0501798367384835
B,0.1072482146182012
B,0.0549512151281002
B,0.0458997539986818
B,0.1351985114450004
