branch_subtype,time_index,umap1_mean,umap2_mean
1,23,10.008382797241213,11.59533977508545
1,24,10.123172760009766,11.632979393005373
1,25,10.179723739624023,11.637531280517578
1,26,10.31984806060791,11.638193130493164
1,27,10.417959213256836,11.647631645202637
1,28,10.521851539611816,11.660454750061035
1,29,10.609006881713867,11.649347305297852
1,30,10.682719230651855,11.660225868225098
1,31,10.76200008392334,11.679240226745604
1,32,10.845306396484377,11.678043365478516
1,33,10.912939071655272,11.72069263458252
1,34,10.976078033447266,11.714038848876951
1,35,11.043603897094728,11.74941062927246
1,36,11.098435401916504,11.73382568359375
1,37,11.184331893920898,11.768134117126465
1,38,11.26028060913086,11.751712799072266
1,39,11.329915046691896,11.788182258605955
1,40,11.41362476348877,11.826406478881836
1,41,11.515276908874512,11.838580131530762
1,42,11.585580825805664,11.85825252532959
1,43,11.64676284790039,11.874079704284668
1,44,11.764840126037598,11.918512344360352
1,45,11.859722137451172,11.951154708862305
1,46,11.929351806640623,11.97294807434082
1,47,11.974442481994627,11.999088287353516
1,48,12.088337898254396,12.039945602416992
1,49,12.157671928405762,12.070143699645996
1,50,12.236493110656738,12.07040786743164
1,51,12.31387424468994,12.085719108581545
1,52,12.46295928955078,12.103558540344238
1,53,12.684959411621094,12.24436092376709
1,54,12.755752563476562,12.28481388092041
1,55,12.88466453552246,12.37474250793457
1,56,12.977519035339355,12.406428337097168
1,57,13.107660293579102,12.465083122253418
1,58,13.203645706176758,12.514878273010254
1,59,13.314336776733398,12.544475555419922
1,60,13.43554973602295,12.624805450439451
1,61,13.569074630737305,12.66002082824707
1,62,13.652323722839355,12.678144454956056
1,63,13.719353675842283,12.688815116882324
1,64,13.85554313659668,12.731183052062988
1,65,13.939693450927734,12.768902778625488
1,66,14.035733222961426,12.77944564819336
1,67,14.152541160583496,12.784574508666992
1,68,14.205163955688477,12.782715797424316
1,69,14.30940055847168,12.799224853515623
1,70,14.406307220458984,12.797894477844238
1,71,14.497198104858398,12.831960678100586
1,72,14.560419082641602,12.854290962219238
1,73,14.607277870178224,12.850374221801758
1,74,14.687807083129885,12.834480285644531
1,75,14.741514205932615,12.822654724121094
1,76,14.868364334106444,12.829012870788574
1,77,14.945533752441406,12.848623275756836
1,78,15.047995567321776,12.847475051879885
1,79,15.159139633178713,12.845874786376951
1,80,15.24138069152832,12.862725257873535
1,81,15.359579086303713,12.881450653076172
1,82,15.449883460998535,12.883935928344728
1,83,15.537480354309082,12.898033142089844
1,84,15.650124549865724,12.931660652160645
1,85,15.739839553833008,12.948531150817873
1,86,15.875007629394531,12.994451522827148
1,87,16.000181198120117,13.0279541015625
1,88,16.106483459472656,13.036532402038574
1,89,16.212860107421875,13.043414115905762
1,90,16.313215255737305,13.060851097106934
1,91,16.389850616455078,13.06199073791504
1,92,16.447154998779297,13.052613258361816
1,93,16.52811050415039,13.043378829956056
1,94,16.6303653717041,13.029729843139648
1,95,16.674474716186523,13.01372528076172
1,96,16.750072479248047,12.97894287109375
1,97,16.819120407104492,12.959314346313477
1,98,16.912078857421875,12.949328422546388
1,99,16.98430633544922,12.925522804260254
1,100,17.07779312133789,12.902260780334473
1,101,17.150110244750977,12.912864685058594
1,102,17.31397819519043,12.87467098236084
1,103,17.440340042114258,12.861666679382324
1,104,17.584335327148438,12.840237617492676
1,105,17.778879165649414,12.833831787109377
1,106,17.955242156982422,12.782793045043944
1,107,18.204992294311523,12.728570938110352
1,108,18.3593807220459,12.71295166015625
1,109,18.62225914001465,12.687769889831545
1,110,18.82703018188477,12.67712116241455
1,111,18.99137687683105,12.635519981384276
1,112,19.18586540222168,12.608146667480469
1,113,19.291601181030277,12.592348098754885
1,114,19.54778861999512,12.606502532958984
1,115,19.81552124023437,12.580792427062988
1,116,19.956710815429688,12.551809310913086
1,117,20.16075325012207,12.517572402954102
1,118,20.327808380126957,12.504671096801758
1,119,20.48504638671875,12.470260620117188
