subtype,sample_id,time_index,coord1,coord2
0,1,41,-5.585969925,-2.771085501
0,1,42,-5.627473354,-2.795246363
0,1,43,-5.66868782,-2.818952322
0,1,44,-5.709632397,-2.842219114
0,1,45,-5.750327587,-2.865062714
0,1,46,-5.790791512,-2.887498379
0,1,47,-5.831042767,-2.90954113
0,1,48,-5.871099472,-2.93120575
0,1,49,-5.910979748,-2.952507257
0,1,50,-5.950701237,-2.973459721
0,1,51,-5.990280628,-2.994077444
0,1,52,-6.029735088,-3.014374256
0,1,53,-6.069081306,-3.034363985
0,1,54,-6.108335018,-3.054059744
0,1,55,-6.147512436,-3.073474884
0,1,56,-6.186627865,-3.092621803
0,1,57,-6.225697517,-3.111513615
0,1,58,-6.264735699,-3.130162477
0,1,59,-6.303756714,-3.148580313
0,1,60,-6.342773914,-3.166778803
0,1,61,-6.381801605,-3.18476963
0,1,62,-6.420852661,-3.202564001
0,1,63,-6.459939957,-3.220172882
0,1,64,-6.499075413,-3.237606764
0,1,65,-6.538271427,-3.254876137
0,1,66,-6.577539444,-3.271991253
0,1,67,-6.61689043,-3.288961887
0,1,68,-6.656334877,-3.305797338
0,1,69,-6.695884228,-3.322507143
0,1,70,-6.735548019,-3.339100361
0,1,71,-6.775335789,-3.355585814
0,1,72,-6.815256596,-3.371971607
0,1,73,-6.855319977,-3.388266325
0,1,74,-6.895534039,-3.404477835
0,1,75,-6.935906887,-3.420613766
0,1,76,-6.976445675,-3.436681509
0,1,77,-7.017158985,-3.452688456
0,1,78,-7.058053017,-3.468641281
0,1,79,-7.099134445,-3.4845469
0,1,80,-7.14040947,-3.500411272
0,1,81,-7.181884289,-3.516240835
0,1,82,-7.223564148,-3.53204155
0,1,83,-7.265454769,-3.547818899
0,1,84,-7.307559967,-3.563578129
0,1,85,-7.349884987,-3.579324961
0,1,86,-7.39243412,-3.595063925
0,1,87,-7.435210705,-3.610799789
0,1,88,-7.478218555,-3.626537085
0,1,89,-7.521460533,-3.642280102
0,1,90,-7.564939976,-3.658033133
0,1,91,-7.608659267,-3.673799753
0,1,92,-7.652620792,-3.68958354
0,1,93,-7.696825981,-3.705388069
0,1,94,-7.741277695,-3.721216679
0,1,95,-7.785976887,-3.737072229
0,1,96,-7.830924511,-3.752957582
0,1,97,-7.876121044,-3.768875599
0,1,98,-7.921567917,-3.784828663
0,1,99,-7.967265606,-3.800819159
0,1,100,-8.013214111,-3.81684947
0,1,101,-8.059412956,-3.832921267
0,1,102,-8.105862617,-3.849036694
0,1,103,-8.152562141,-3.86519742
0,1,104,-8.199511528,-3.881404877
0,1,105,-8.24670887,-3.897660255
0,1,106,-8.294155121,-3.913965464
0,1,107,-8.34184742,-3.930321217
0,1,108,-8.389784813,-3.946728706
0,1,109,-8.437965393,-3.963188887
0,1,110,-8.48638916,-3.979702711
0,1,111,-8.535053253,-3.996270657
0,1,112,-8.583955765,-4.012893677
0,1,113,-8.633093834,-4.029571533
0,1,114,-8.682466507,-4.04630518
0,1,115,-8.732071877,-4.063095093
0,1,116,-8.781907082,-4.079941273
0,1,117,-8.831968307,-4.096843719
0,1,118,-8.882255554,-4.11380291
0,1,119,-8.932765007,-4.130818844
0,2,0,-3.219861031,-1.185981631
0,2,1,-3.294454098,-1.242938876
0,2,2,-3.367836714,-1.298946261
0,2,3,-3.440020084,-1.353989005
0,2,4,-3.51101613,-1.408054352
0,2,5,-3.580839634,-1.461133718
0,2,6,-3.649505138,-1.51322031
0,2,7,-3.717030287,-1.564311028
0,2,8,-3.783432484,-1.61440444
0,2,9,-3.848731279,-1.663502216
0,2,10,-3.912946224,-1.711607456
0,2,11,-3.976099014,-1.758726001
0,2,12,-4.038210869,-1.804864645
0,2,13,-4.099304676,-1.850032687
0,2,14,-4.159403324,-1.894240141
0,2,15,-4.218530655,-1.937499046
0,2,16,-4.27671051,-1.979821801
0,2,17,-4.333967209,-2.02122283
0,2,18,-4.390325546,-2.061716318
0,2,19,-4.445810795,-2.101318121
0,2,20,-4.500447273,-2.140044212
0,2,21,-4.554260731,-2.177911758
0,2,22,-4.60727644,-2.214937687
0,2,23,-4.659519672,-2.251140118
0,2,24,-4.711015224,-2.286536455
0,2,25,-4.761788845,-2.321145296
0,2,26,-4.81186533,-2.354984999
0,2,27,-4.861269951,-2.388074398
0,2,28,-4.910027027,-2.420431614
0,2,29,-4.958161831,-2.452075958
0,2,30,-5.005698204,-2.483025789
0,2,31,-5.052660942,-2.51330018
0,2,32,-5.09907341,-2.54291749
0,2,33,-5.144960403,-2.571896315
0,2,34,-5.19034481,-2.600255251
0,2,35,-5.235249519,-2.628012419
0,2,36,-5.279698372,-2.655186415
0,2,37,-5.323713303,-2.681794643
0,2,38,-5.3673172,-2.707855463
0,2,39,-5.410531998,-2.733386278
0,2,40,-5.453379154,-2.758404493
0,2,41,-5.495880604,-2.782927513
0,2,42,-5.538057327,-2.806972027
0,2,43,-5.579929829,-2.830554962
0,2,44,-5.621518135,-2.853692532
0,2,45,-5.662843227,-2.876401424
0,2,46,-5.703924656,-2.898697376
0,2,47,-5.744781017,-2.920596123
0,2,48,-5.785431385,-2.942112923
0,2,49,-5.825895309,-2.963263512
0,2,50,-5.866190434,-2.984062433
0,2,51,-5.9063344,-3.004524469
0,2,52,-5.946344376,-3.024663687
0,2,53,-5.98623848,-3.044494629
0,2,54,-6.026032925,-3.064030886
0,2,55,-6.065743923,-3.083285809
0,2,56,-6.105387211,-3.102272511
0,2,57,-6.144978523,-3.121004343
0,2,58,-6.184533119,-3.139493942
0,2,59,-6.224065781,-3.157753468
0,2,60,-6.263589859,-3.17579484
0,2,61,-6.303120613,-3.193630219
0,2,62,-6.342670918,-3.211270809
0,2,63,-6.382254124,-3.228727818
0,2,64,-6.421882153,-3.246012211
0,2,65,-6.461568356,-3.263134718
0,2,66,-6.501324177,-3.280105591
0,2,67,-6.54116106,-3.296934843
0,2,68,-6.581089973,-3.313632011
0,2,69,-6.621121883,-3.330206871
0,2,70,-6.661266804,-3.346668482
0,2,71,-6.701534748,-3.363025665
0,2,72,-6.741934776,-3.379287004
0,2,73,-6.782476902,-3.395461082
0,2,74,-6.823168755,-3.411555767
0,2,75,-6.864019394,-3.427578926
0,2,76,-6.905035973,-3.443537951
0,2,77,-6.946226597,-3.459440231
0,2,78,-6.987597942,-3.475292683
0,2,79,-7.029157162,-3.49110198
0,2,80,-7.0709095,-3.506874323
0,2,81,-7.11286211,-3.522616148
0,2,82,-7.155020237,-3.538333416
0,2,83,-7.197389126,-3.55403161
0,2,84,-7.239973545,-3.569716215
0,2,85,-7.282778263,-3.585392475
0,2,86,-7.325807571,-3.601065397
0,2,87,-7.369064808,-3.616739511
0,2,88,-7.412553787,-3.632419348
0,2,89,-7.45627737,-3.648109198
0,2,90,-7.500239372,-3.663813114
0,2,91,-7.5444417,-3.679534912
0,2,92,-7.588886261,-3.695278168
0,2,93,-7.633574963,-3.71104598
0,2,94,-7.678510666,-3.726841927
0,2,95,-7.723693848,-3.742669106
0,2,96,-7.769125938,-3.75853014
0,2,97,-7.814806938,-3.774427414
0,2,98,-7.860738754,-3.790363789
0,2,99,-7.906921387,-3.80634141
0,2,100,-7.953354836,-3.822362185
0,2,101,-8.000038147,-3.83842802
0,2,102,-8.046972275,-3.854541063
0,2,103,-8.094156265,-3.870702744
0,2,104,-8.141590118,-3.88691473
0,2,105,-8.189271927,-3.903177977
0,2,106,-8.237200737,-3.919494152
0,2,107,-8.285375595,-3.935863972
0,2,108,-8.333795547,-3.952288628
0,2,109,-8.382457733,-3.968768597
0,2,110,-8.431361198,-3.985305071
0,2,111,-8.480504036,-4.001898766
0,2,112,-8.529884338,-4.018549919
0,2,113,-8.579499245,-4.03525877
0,2,114,-8.629347801,-4.052025795
0,2,115,-8.679427147,-4.068851471
0,2,116,-8.729735374,-4.085735798
0,2,117,-8.780268669,-4.102678776
0,2,118,-8.831025124,-4.119680405
0,2,119,-8.882002831,-4.136740685
0,3,0,-3.22513032,-0.9434118271
0,3,1,-3.300574064,-1.002272844
0,3,2,-3.374751568,-1.060216904
0,3,3,-3.447676659,-1.117223501
0,3,4,-3.519363403,-1.173274636
0,3,5,-3.589828968,-1.228356719
0,3,6,-3.659090281,-1.282458186
0,3,7,-3.727166891,-1.335571647
0,3,8,-3.794078112,-1.387691617
0,3,9,-3.859845877,-1.438816071
0,3,10,-3.924491405,-1.488944769
0,3,11,-3.988038301,-1.538080692
0,3,12,-4.050509453,-1.586227894
0,3,13,-4.111929893,-1.633393288
0,3,14,-4.172323704,-1.679584742
0,3,15,-4.231716633,-1.724812388
0,3,16,-4.290133476,-1.769086957
0,3,17,-4.347600937,-1.812421441
0,3,18,-4.404144287,-1.854828835
0,3,19,-4.459790707,-1.896324158
0,3,20,-4.514565945,-1.936922312
0,3,21,-4.568497181,-1.976639748
0,3,22,-4.621609688,-2.015492678
0,3,23,-4.673931122,-2.053498745
0,3,24,-4.725487232,-2.090675116
0,3,25,-4.776304245,-2.127040148
0,3,26,-4.826408386,-2.162611961
0,3,27,-4.875825882,-2.197408915
0,3,28,-4.924582005,-2.231449604
0,3,29,-4.972702503,-2.264752865
0,3,30,-5.02021265,-2.297337294
0,3,31,-5.067137718,-2.329221964
0,3,32,-5.113501549,-2.360425234
0,3,33,-5.159329891,-2.390966177
0,3,34,-5.204646111,-2.420863152
0,3,35,-5.249474049,-2.450134754
0,3,36,-5.293837547,-2.478799343
0,3,37,-5.337759972,-2.506875038
0,3,38,-5.38126421,-2.534380198
0,3,39,-5.424372196,-2.561332226
0,3,40,-5.467106342,-2.587749004
0,3,41,-5.509489059,-2.613647938
0,3,42,-5.551541328,-2.639046192
0,3,43,-5.59328413,-2.663960934
0,3,44,-5.634737968,-2.688408375
0,3,45,-5.675924301,-2.712405682
0,3,46,-5.716862202,-2.73596859
0,3,47,-5.75757122,-2.759113312
0,3,48,-5.798070431,-2.781855106
0,3,49,-5.838379383,-2.804209948
0,3,50,-5.878516197,-2.826192617
0,3,51,-5.918498993,-2.847818136
0,3,52,-5.95834446,-2.869100809
0,3,53,-5.998071194,-2.890055418
0,3,54,-6.037695408,-2.910695553
0,3,55,-6.077233315,-2.931035042
0,3,56,-6.116700649,-2.951087236
0,3,57,-6.156114101,-2.970865488
0,3,58,-6.195487976,-2.990382433
0,3,59,-6.234837055,-3.009650707
0,3,60,-6.274175644,-3.028682232
0,3,61,-6.313518524,-3.047489405
0,3,62,-6.352878571,-3.066083908
0,3,63,-6.392269135,-3.084476709
0,3,64,-6.431702614,-3.102679014
0,3,65,-6.471191883,-3.12070179
0,3,66,-6.510748386,-3.138555527
0,3,67,-6.550384045,-3.156250238
0,3,68,-6.590109348,-3.1737957
0,3,69,-6.629935265,-3.191201925
0,3,70,-6.669872284,-3.208477974
0,3,71,-6.709929943,-3.225632906
0,3,72,-6.750117302,-3.242675543
0,3,73,-6.790444374,-3.259614468
0,3,74,-6.830919266,-3.276457787
0,3,75,-6.87155056,-3.293213367
0,3,76,-6.912345409,-3.309888601
0,3,77,-6.953312397,-3.326491356
0,3,78,-6.994458199,-3.343028545
0,3,79,-7.035789013,-3.359507084
0,3,80,-7.077311516,-3.375933409
0,3,81,-7.119031906,-3.392313957
0,3,82,-7.160955429,-3.40865469
0,3,83,-7.203087807,-3.424961567
0,3,84,-7.245433331,-3.441239834
0,3,85,-7.287997246,-3.457495451
0,3,86,-7.330783367,-3.473732948
0,3,87,-7.373795509,-3.489957333
0,3,88,-7.417037487,-3.506173372
0,3,89,-7.460511684,-3.52238512
0,3,90,-7.504222393,-3.538597345
0,3,91,-7.54817152,-3.554813623
0,3,92,-7.59236145,-3.571037769
0,3,93,-7.636793613,-3.587273121
0,3,94,-7.681470394,-3.603523493
0,3,95,-7.726393223,-3.619791746
0,3,96,-7.77156353,-3.63608098
0,3,97,-7.816981316,-3.652393818
0,3,98,-7.862648487,-3.66873312
0,3,99,-7.908564568,-3.685101271
0,3,100,-7.954730034,-3.701500416
0,3,101,-8.001144409,-3.717932463
0,3,102,-8.047808647,-3.734399796
0,3,103,-8.094721794,-3.750904083
0,3,104,-8.141882896,-3.767446995
0,3,105,-8.189291,-3.784029722
0,3,106,-8.236946106,-3.800654173
0,3,107,-8.284846306,-3.817321301
0,3,108,-8.332990646,-3.834032297
0,3,109,-8.381376266,-3.850787878
0,3,110,-8.430003166,-3.867589474
0,3,111,-8.478869438,-3.884437561
0,3,112,-8.527973175,-3.901332855
0,3,113,-8.577311516,-3.918275833
0,3,114,-8.626882553,-3.935267448
0,3,115,-8.67668438,-3.952307701
0,3,116,-8.726715088,-3.969397068
0,3,117,-8.776970863,-3.986535549
0,3,118,-8.827450752,-4.003723621
0,3,119,-8.878151894,-4.020961285
0,4,0,-3.489065409,-1.449169159
0,4,1,-3.558438778,-1.502438664
0,4,2,-3.62678051,-1.554789901
0,4,3,-3.694099188,-1.60621655
0,4,4,-3.760403395,-1.656713486
0,4,5,-3.825704575,-1.706278682
0,4,6,-3.890013933,-1.754911184
0,4,7,-3.95334506,-1.802612901
0,4,8,-4.015711308,-1.849386573
0,4,9,-4.077128887,-1.895237446
0,4,10,-4.137612343,-1.940171242
0,4,11,-4.197179317,-1.984195948
0,4,12,-4.2558465,-2.027319908
0,4,13,-4.313632488,-2.069553614
0,4,14,-4.370554924,-2.110907316
0,4,15,-4.426633835,-2.151393414
0,4,16,-4.481887817,-2.191023827
0,4,17,-4.536337376,-2.229812384
0,4,18,-4.59000206,-2.267772436
0,4,19,-4.642902374,-2.304919004
0,4,20,-4.695059299,-2.341266394
0,4,21,-4.746493816,-2.376830339
0,4,22,-4.797225952,-2.411625862
0,4,23,-4.847278118,-2.445669413
0,4,24,-4.896670341,-2.478976965
0,4,25,-4.945424557,-2.51156497
0,4,26,-4.993561745,-2.54344964
0,4,27,-5.041103363,-2.574647665
0,4,28,-5.088069916,-2.605175734
0,4,29,-5.134483337,-2.635050535
0,4,30,-5.180364132,-2.664288521
0,4,31,-5.225733757,-2.692906857
0,4,32,-5.270612717,-2.720921755
0,4,33,-5.315021992,-2.748350143
0,4,34,-5.358982086,-2.775208473
0,4,35,-5.402513027,-2.801512957
0,4,36,-5.445635796,-2.827280283
0,4,37,-5.488369942,-2.852526188
0,4,38,-5.530735493,-2.877267122
0,4,39,-5.572751999,-2.901518822
0,4,40,-5.614439011,-2.92529726
0,4,41,-5.655816078,-2.948617935
0,4,42,-5.696902275,-2.971496105
0,4,43,-5.737715721,-2.993947268
0,4,44,-5.778275013,-3.015985966
0,4,45,-5.818598747,-3.037627697
0,4,46,-5.858705044,-3.058886766
0,4,47,-5.898611069,-3.079777479
0,4,48,-5.938334465,-3.10031414
0,4,49,-5.977892399,-3.120511055
0,4,50,-6.017301559,-3.140381575
0,4,51,-6.056578636,-3.159939528
0,4,52,-6.095739365,-3.179197788
0,4,53,-6.134800434,-3.198169947
0,4,54,-6.173776627,-3.216868639
0,4,55,-6.212683678,-3.235306501
0,4,56,-6.251535892,-3.253495693
0,4,57,-6.29034853,-3.271448612
0,4,58,-6.329135418,-3.289176702
0,4,59,-6.367910385,-3.306691885
0,4,60,-6.406686783,-3.324005127
0,4,61,-6.445477962,-3.341128111
0,4,62,-6.484296799,-3.358071327
0,4,63,-6.523155689,-3.374845266
0,4,64,-6.562066078,-3.39146018
0,4,65,-6.60104084,-3.407926559
0,4,66,-6.640090942,-3.424253941
0,4,67,-6.679226875,-3.440451622
0,4,68,-6.718459129,-3.45652914
0,4,69,-6.757798672,-3.472495556
0,4,70,-6.797255039,-3.488359451
0,4,71,-6.836837769,-3.504129648
0,4,72,-6.876555443,-3.519813776
0,4,73,-6.916417599,-3.535420418
0,4,74,-6.956432343,-3.550957203
0,4,75,-6.996607304,-3.566431522
0,4,76,-7.036950111,-3.58185029
0,4,77,-7.077468872,-3.597220898
0,4,78,-7.118169785,-3.61255002
0,4,79,-7.159059525,-3.627843857
0,4,80,-7.200143814,-3.643108606
0,4,81,-7.241429329,-3.658350706
0,4,82,-7.282921314,-3.67357564
0,4,83,-7.324625015,-3.688788891
0,4,84,-7.366544724,-3.703995466
0,4,85,-7.408685207,-3.71920085
0,4,86,-7.451050758,-3.734409809
0,4,87,-7.493645191,-3.749626637
0,4,88,-7.536471844,-3.764855862
0,4,89,-7.579533577,-3.780101538
0,4,90,-7.622833729,-3.795367956
0,4,91,-7.666374683,-3.810658455
0,4,92,-7.710158825,-3.825976849
0,4,93,-7.754188061,-3.841325998
0,4,94,-7.798464298,-3.856709719
0,4,95,-7.842988968,-3.872130632
0,4,96,-7.887763023,-3.887591362
0,4,97,-7.932787418,-3.90309453
0,4,98,-7.978063107,-3.918642759
0,4,99,-8.023590088,-3.934238195
0,4,100,-8.069369316,-3.949882984
0,4,101,-8.115400314,-3.965578794
0,4,102,-8.161683083,-3.981327534
0,4,103,-8.208216667,-3.997130871
0,4,104,-8.255001068,-4.012990475
0,4,105,-8.302034378,-4.028907299
0,4,106,-8.349317551,-4.044882774
0,4,107,-8.396847725,-4.060917854
0,4,108,-8.444624901,-4.077013493
0,4,109,-8.492646217,-4.093170643
0,4,110,-8.540910721,-4.109390259
0,4,111,-8.589417458,-4.12567234
0,4,112,-8.638163567,-4.142017841
0,4,113,-8.687146187,-4.158427238
0,4,114,-8.736365318,-4.174900532
0,4,115,-8.785817146,-4.191438198
0,4,116,-8.835499763,-4.208040237
0,4,117,-8.885410309,-4.224707127
0,4,118,-8.935547829,-4.241438389
0,4,119,-8.985908508,-4.258234024
0,5,0,-3.781387806,-1.211263299
0,5,1,-3.847314358,-1.264847755
0,5,2,-3.912271023,-1.317577243
0,5,3,-3.976267815,-1.369444847
0,5,4,-4.039315224,-1.420444608
0,5,5,-4.101425171,-1.470573664
0,5,6,-4.162609577,-1.519829869
0,5,7,-4.222882748,-1.56821382
0,5,8,-4.282258511,-1.61572659
0,5,9,-4.340752125,-1.662371755
0,5,10,-4.398378849,-1.708153248
0,5,11,-4.455155373,-1.753077149
0,5,12,-4.511097431,-1.797149897
0,5,13,-4.566223145,-1.840379715
0,5,14,-4.620549679,-1.882774949
0,5,15,-4.674095154,-1.924345613
0,5,16,-4.726877689,-1.9651016
0,5,17,-4.778916359,-2.005054474
0,5,18,-4.830229282,-2.044215441
0,5,19,-4.88083601,-2.082597017
0,5,20,-4.930754662,-2.120211601
0,5,21,-4.980005741,-2.157072544
0,5,22,-5.028607845,-2.193193197
0,5,23,-5.076581001,-2.228587389
0,5,24,-5.123944283,-2.263269186
0,5,25,-5.170717716,-2.297252893
0,5,26,-5.216920376,-2.330552816
0,5,27,-5.262572289,-2.363183737
0,5,28,-5.307692528,-2.395160198
0,5,29,-5.352301598,-2.426497459
0,5,30,-5.396417618,-2.457209826
0,5,31,-5.440061092,-2.487312794
0,5,32,-5.483250618,-2.516820908
0,5,33,-5.526005745,-2.545749426
0,5,34,-5.56834507,-2.574113131
0,5,35,-5.610287666,-2.601926804
0,5,36,-5.651852608,-2.629205704
0,5,37,-5.693058014,-2.655964136
0,5,38,-5.733922958,-2.682217121
0,5,39,-5.774465084,-2.707978964
0,5,40,-5.814702988,-2.733264208
0,5,41,-5.854654312,-2.758087397
0,5,42,-5.894337177,-2.782462835
0,5,43,-5.933768749,-2.806404352
0,5,44,-5.972965717,-2.829925776
0,5,45,-6.011946201,-2.85304141
0,5,46,-6.050726414,-2.875764608
0,5,47,-6.089322567,-2.898108959
0,5,48,-6.12775135,-2.920087337
0,5,49,-6.166028976,-2.941713333
0,5,50,-6.204170704,-2.962999821
0,5,51,-6.242192745,-2.983959675
0,5,52,-6.280109406,-3.004605055
0,5,53,-6.31793642,-3.024948597
0,5,54,-6.355688095,-3.04500246
0,5,55,-6.393378735,-3.064778566
0,5,56,-6.431022167,-3.084288597
0,5,57,-6.468633175,-3.103544235
0,5,58,-6.506224155,-3.122556686
0,5,59,-6.54380846,-3.141337156
0,5,60,-6.581398964,-3.159896135
0,5,61,-6.619008541,-3.178244829
0,5,62,-6.656648636,-3.19639349
0,5,63,-6.694331646,-3.214352131
0,5,64,-6.732068539,-3.232130766
0,5,65,-6.769870758,-3.249739408
0,5,66,-6.807749271,-3.267187357
0,5,67,-6.845714569,-3.28448391
0,5,68,-6.883776188,-3.301638126
0,5,69,-6.921944618,-3.318658829
0,5,70,-6.96022892,-3.3355546
0,5,71,-6.99863863,-3.352334023
0,5,72,-7.037181854,-3.369004726
0,5,73,-7.075867653,-3.385575056
0,5,74,-7.114703655,-3.402052402
0,5,75,-7.153697968,-3.418444157
0,5,76,-7.192857265,-3.434757471
0,5,77,-7.232189655,-3.450999498
0,5,78,-7.271701336,-3.467176676
0,5,79,-7.311398983,-3.483295679
0,5,80,-7.351287842,-3.499362707
0,5,81,-7.391374588,-3.515383959
0,5,82,-7.431664467,-3.531365156
0,5,83,-7.472162247,-3.547311783
0,5,84,-7.512872696,-3.563229322
0,5,85,-7.55380106,-3.57912302
0,5,86,-7.594950676,-3.594997644
0,5,87,-7.636325359,-3.610858202
0,5,88,-7.677928925,-3.626708984
0,5,89,-7.719764233,-3.642554283
0,5,90,-7.761835098,-3.658398628
0,5,91,-7.804143906,-3.674245596
0,5,92,-7.846692562,-3.690099001
0,5,93,-7.889483452,-3.70596242
0,5,94,-7.932518959,-3.721839428
0,5,95,-7.975800037,-3.737733126
0,5,96,-8.019328117,-3.753646612
