umap1,umap2,dynamics_bin,stage_label
-5.0288086,1.0062511,1,S1-2
-8.0508995,-1.6848056,2,S3-6
-6.2191477,0.40661353,2,S3-6
-7.481763,-1.8587456,2,S3-6
-6.266238,-1.1835786,2,S3-6
-7.228334,-1.809249,2,S3-6
-5.272576,0.44590303,2,S3-6
-8.150656,-2.37249,2,S3-6
-8.271285,-2.3798304,3,S7-15
-8.267435,-2.2855272,3,S7-15
2.9220738,1.4763484,0,S0
-4.641039,-0.976787,1,S1-2
-4.7603726,-1.2373813,1,S1-2
-4.7275915,-1.205736,1,S1-2
-4.79159,-1.1606667,2,S3-6
-8.731444,-3.6717315,4,S16-20
-8.460237,-3.414246,4,S16-20
-0.15826997,1.2687159,0,S0
-4.2494426,0.35083976,1,S1-2
-2.6371973,-0.29497024,2,S3-6
-8.05913,-2.6264384,3,S7-15
-5.8518314,0.7555431,1,S1-2
-6.965407,-1.5185107,3,S7-15
-2.0928876,1.7749763,0,S0
-1.8160067,2.131924,0,S0
-1.9732301,2.044507,0,S0
-8.415814,-3.058461,3,S7-15
-8.436716,-2.764642,3,S7-15
3.9548612,2.0321665,0,S0
-5.282338,-0.6676743,1,S1-2
-4.983573,-0.4968205,1,S1-2
-3.8086493,1.0885602,0,S0
-7.529736,-1.4222622,2,S3-6
-8.738018,-4.2317877,4,S16-20
-2.1629598,1.2441828,0,S0
-7.053641,-2.4293602,3,S7-15
0.62184805,-0.64601344,0,S0
0.31577277,-0.8101649,0,S0
-6.943057,-3.8625855,3,S7-15
0.28878385,3.3436706,0,S0
-8.593892,-2.5493073,2,S3-6
-8.602284,-2.6258414,2,S3-6
3.253509,2.7290633,0,S0
0.73434037,2.2306786,0,S0
-1.2307268,1.6469979,0,S0
-2.746358,2.3828933,1,S1-2
-2.724128,1.4495653,0,S0
-2.9123104,1.5995195,0,S0
-3.1237488,0.9695726,0,S0
-7.8308115,-1.6199422,2,S3-6
-7.3707194,-1.1022512,2,S3-6
-7.708274,-3.3208323,3,S7-15
-7.9804387,-1.5099918,3,S7-15
-6.6094036,-2.2368734,2,S3-6
-7.266716,-2.7349744,3,S7-15
-5.442212,-0.12386736,1,S1-2
3.4758277,1.7063826,0,S0
-6.7108297,-1.2142066,2,S3-6
-5.8773527,-0.71477425,1,S1-2
-5.1635127,0.36263648,1,S1-2
-4.8356905,0.37731993,1,S1-2
-3.4394896,-1.0998492,1,S1-2
-2.9438753,-1.7696741,1,S1-2
-2.9750872,-1.8626229,0,S0
-8.905597,-4.178,4,S16-20
-9.193065,-4.364263,4,S16-20
3.225993,3.368965,0,S0
-4.6258006,-0.08334642,1,S1-2
1.67696,1.0450356,0,S0
-1.4824257,1.5728968,0,S0
-1.5417082,3.2831647,0,S0
2.085191,2.8593047,0,S0
-7.4464655,-1.0477217,2,S3-6
-2.0847142,0.8321307,1,S1-2
1.968273,2.2297068,0,S0
-7.282245,-0.9879788,2,S3-6
-5.430572,-0.41886923,1,S1-2
-5.5935206,-1.3744122,1,S1-2
0.4880657,1.6379422,0,S0
-0.9497754,1.5771948,0,S0
1.0796068,-0.09233494,0,S0
1.594093,0.09437772,0,S0
-6.6580086,-1.7819818,2,S3-6
-2.3190699,1.7496846,0,S0
-2.5179543,-0.237621,1,S1-2
2.9036896,0.89519393,0,S0
-0.16014221,0.84986967,0,S0
2.682634,1.4819547,0,S0
0.8612419,0.41398925,0,S0
2.585847,1.4419911,0,S0
1.7595844,1.4700482,0,S0
-0.102140516,0.68043345,0,S0
-4.817723,0.48181581,1,S1-2
-5.2451506,0.26124358,2,S3-6
-5.4303627,0.09199718,2,S3-6
-5.0884995,0.27485317,1,S1-2
1.2241997,0.09439503,0,S0
-3.4484894,-0.44361854,1,S1-2
2.711302,1.4357014,0,S0
3.980802,1.9822464,0,S0
3.9809732,2.0413117,0,S0
4.1189647,2.1750257,0,S0
3.905574,2.1454544,0,S0
3.3745708,1.184889,0,S0
-3.788142,-0.018178094,0,S0
-0.8830857,0.4610371,0,S0
0.38550353,0.41956547,0,S0
-7.0882773,-0.649387,2,S3-6
-1.5803026,0.64783216,0,S0
-4.0345144,0.5409815,0,S0
-3.8058052,0.98137,1,S1-2
-1.7096827,-0.681692,0,S0
-1.7369273,-0.6151523,0,S0
-1.7728939,-0.6118431,0,S0
-1.6380072,-0.67464125,0,S0
-6.4880795,-3.1765957,2,S3-6
-8.153787,-3.8752968,3,S7-15
-7.6253357,-1.9473523,2,S3-6
3.5192006,2.0741448,0,S0
1.8302318,0.45739856,0,S0
-8.361086,-3.9516983,3,S7-15
-8.853101,-4.063793,4,S16-20
-2.0774608,1.4551347,0,S0
0.95598155,2.9741464,0,S0
-1.4824821,0.595834,0,S0
-1.3891785,0.6074114,0,S0
-2.5209572,1.427443,0,S0
-7.8043485,-3.3085494,3,S7-15
-5.385161,0.13609071,1,S1-2
-4.1550775,0.21813472,1,S1-2
-5.835402,-0.87892777,2,S3-6
2.3359907,2.783119,0,S0
4.0481467,2.683593,0,S0
3.1301868,1.3399708,0,S0
0.7391992,1.0326779,0,S0
-0.80835074,1.4115336,0,S0
-7.133833,-0.64672506,2,S3-6
-7.7861066,-1.4094455,3,S7-15
-2.9082625,-0.37635282,0,S0
1.090591,2.9558418,0,S0
0.23166826,2.7390604,0,S0
-4.927243,0.15846597,1,S1-2
-5.4340706,-0.33288932,1,S1-2
-5.1294074,-0.1327314,1,S1-2
-6.2664866,-0.4421939,2,S3-6
0.40173218,1.2310619,0,S0
-3.7746243,0.12412713,1,S1-2
-3.7574937,0.26789886,0,S0
-3.8435898,0.19243768,1,S1-2
-1.591422,2.0122013,0,S0
-4.478465,0.9921296,1,S1-2
-6.924819,-0.7919856,2,S3-6
-5.3641167,-0.38579604,1,S1-2
-7.353625,-2.3700094,3,S7-15
-6.9034452,-2.5265803,3,S7-15
-8.3323965,-2.9891536,3,S7-15
-0.7096835,2.0280397,0,S0
-1.9253445,1.8915173,0,S0
-1.0934169,2.4203346,0,S0
-5.41102,-1.1617972,1,S1-2
-6.940598,-1.3438368,2,S3-6
-3.9212747,-1.949028,0,S0
2.4098923,0.8864888,1,S1-2
0.55244976,1.991632,1,S1-2
-2.0439446,1.4179538,0,S0
-2.297191,0.2834681,0,S0
-1.9960512,1.2652278,0,S0
1.2017784,2.8157427,0,S0
1.6629535,1.0856516,0,S0
-1.9517916,2.4343095,0,S0
-2.6397011,0.61754155,0,S0
-2.8371613,0.3375966,0,S0
-3.9767888,-2.0495102,1,S1-2
2.838516,2.2498064,0,S0
-2.9308078,0.90365523,0,S0
-7.6137457,-3.9808788,3,S7-15
-4.903096,-2.277316,2,S3-6
-6.6062875,-2.869715,3,S7-15
-6.0684648,-3.0855427,2,S3-6
-7.371625,-2.2979486,3,S7-15
1.5177748,1.6751289,0,S0
1.1399807,2.500662,0,S0
-0.23841415,3.2722504,0,S0
-2.2558668,0.525925,0,S0
3.0316682,2.221235,0,S0
3.2516177,0.8861461,0,S0
-2.384686,1.9326663,0,S0
-2.2574756,1.2163718,0,S0
1.4159892,2.9336321,0,S0
-1.948387,-1.5942688,1,S1-2
-3.042073,-1.3021063,1,S1-2
-2.210853,-1.2280164,1,S1-2
3.3952038,2.721367,0,S0
-4.9038525,-1.0746279,0,S0
3.6236491,1.1888427,0,S0
3.6457505,1.8574059,0,S0
-1.9697226,2.6794436,0,S0
-4.712826,1.090601,1,S1-2
-9.205411,-4.488825,4,S16-20
-5.3843117,-3.5308502,2,S3-6
1.2390859,1.8810493,0,S0
2.2226975,2.5807858,0,S0
-1.0991529,1.7054073,0,S0
-6.117857,-0.18293636,1,S1-2
-5.983158,0.048366264,1,S1-2
-4.3251066,-0.4967371,2,S3-6
-7.843837,-1.0071926,2,S3-6
-4.2713594,-1.8152499,1,S1-2
-4.3148556,-1.8529223,1,S1-2
-5.767847,-2.6568904,2,S3-6
-0.9405397,0.6300717,0,S0
-0.8930598,0.6612098,0,S0
-3.3665373,-1.1858742,1,S1-2
-3.4890654,-1.4491692,1,S1-2
2.0695534,0.798709,0,S0
3.123893,0.53226095,0,S0
-5.256965,-0.73428714,1,S1-2
0.46384737,0.12431417,0,S0
-8.408465,-2.852408,3,S7-15
-4.6162157,-0.660095,2,S3-6
-2.8353388,-0.71638715,1,S1-2
-7.037922,-4.123276,4,S16-20
1.3125585,2.9308035,0,S0
3.5120127,2.4399164,0,S0
3.0466866,2.5556862,0,S0
-1.2004262,2.1094382,0,S0
-1.441335,-0.792613,1,S1-2
1.7500497,0.8484157,0,S0
-4.235956,1.3778105,1,S1-2
-0.8030403,1.2513758,0,S0
0.5004774,1.2105715,0,S0
-2.4462092,1.1681368,0,S0
-2.993785,0.044899363,0,S0
-4.3093915,-0.7606489,0,S0
0.8449394,3.2795138,0,S0
0.584056,3.130946,0,S0
2.0875902,1.740728,0,S0
2.628819,1.9125271,0,S0
-7.065454,-0.4065656,2,S3-6
-1.545747,1.4318737,0,S0
-8.194324,-2.031225,3,S7-15
-6.9711647,-1.3979985,2,S3-6
-7.3329515,-1.6334236,2,S3-6
-7.421044,-1.6600069,2,S3-6
-3.9925838,-0.3363068,1,S1-2
-6.023223,0.7145223,2,S3-6
1.6318207,1.0739917,0,S0
-8.205451,-2.8026528,3,S7-15
-1.9329284,0.25707084,0,S0
-3.7946138,0.15885125,0,S0
-9.246515,-5.160145,4,S16-20
-9.272774,-4.7540827,4,S16-20
0.5952213,0.48954186,0,S0
-4.850406,-1.374021,2,S3-6
-4.786546,-1.1995474,1,S1-2
-4.3884826,-0.3646573,1,S1-2
-2.7840781,1.967159,0,S0
2.3487077,1.1928769,0,S0
2.3908129,1.006773,0,S0
1.3709671,2.4742053,0,S0
-0.20981595,0.6512704,0,S0
-1.8412442,1.8904793,0,S0
-0.5510931,-0.52224976,0,S0
-0.58725584,-0.38575232,0,S0
-0.34873116,-0.5155249,0,S0
-8.429082,-4.5301375,4,S16-20
-6.378655,-3.1305742,3,S7-15
-2.1984773,2.6042602,0,S0
-2.1798398,2.4907596,0,S0
-2.982737,2.3385456,0,S0
-2.9515116,0.16339824,0,S0
-2.752701,0.36699897,0,S0
-4.5172443,1.2457626,0,S0
1.2777919,2.5851433,0,S0
1.0041395,2.81211,0,S0
-4.8716364,0.5396295,1,S1-2
-2.1291916,0.12488252,0,S0
-4.4169145,-1.3386542,1,S1-2
-4.7263684,-1.4192396,1,S1-2
3.4956107,1.5896708,0,S0
3.1395664,1.7746199,0,S0
-6.8546124,-3.1234584,3,S7-15
-2.1653137,2.2037785,0,S0
0.7716396,0.83059263,0,S0
-0.52129805,0.9061482,0,S0
1.7085261,2.7284014,0,S0
1.7030772,2.5151262,0,S0
2.2504575,2.4413414,0,S0
-0.12989797,3.4286904,0,S0
3.0624273,2.9057314,0,S0
2.79726,2.9462852,0,S0
3.16872,2.7573678,0,S0
-4.426544,1.0402647,1,S1-2
-6.4178653,-3.3665,3,S7-15
-6.7546444,-3.3850017,3,S7-15
-7.091511,-2.4311597,3,S7-15
-6.6349173,-2.6420195,3,S7-15
1.9127388,2.1643548,0,S0
3.5158842,2.2487805,0,S0
2.4974174,1.856003,1,S1-2
2.7513487,1.2020595,0,S0
-9.331857,-4.9923735,4,S16-20
-7.827111,-3.9206991,3,S7-15
-7.9651866,-3.8975291,3,S7-15
-6.0824327,-1.1502616,2,S3-6
-1.4295684,0.13466206,0,S0
-1.5701917,0.43052885,0,S0
-1.5843542,0.34258023,1,S1-2
2.5673912,1.0480274,0,S0
1.2713217,0.62309426,0,S0
-1.6212374,0.25498483,0,S0
-1.1275417,0.16557191,1,S1-2
-1.5967302,-0.10287063,1,S1-2
-1.0339121,0.31544888,0,S0
-1.975139,1.901222,0,S0
-2.6873338,2.893645,0,S0
-6.4045568,-0.8280344,2,S3-6
2.5092165,1.7874674,0,S0
2.3210402,2.2280421,0,S0
-6.8773055,-3.9100938,3,S7-15
-8.386921,-3.836841,3,S7-15
0.6461682,0.3736834,0,S0
1.7929516,0.16454005,0,S0
-0.68243223,0.803157,0,S0
-3.1869407,2.1507938,0,S0
-1.2153989,1.6100665,0,S0
-1.5238959,1.9852694,0,S0
-2.5535038,0.35546204,0,S0
-3.986762,1.944506,0,S0
-3.764141,1.9678704,0,S0
-3.9509892,1.8819171,0,S0
-4.4791145,1.562054,1,S1-2
-4.3013453,1.3552946,0,S0
2.538981,1.5406907,0,S0
-3.4991848,-1.7792623,1,S1-2
-7.9980445,-4.3461623,3,S7-15
-8.396617,-4.644116,4,S16-20
-8.555111,-5.026353,4,S16-20
-8.644765,-5.02676,4,S16-20
-8.813365,-5.1398716,4,S16-20
-9.020614,-5.148686,4,S16-20
-0.465159,1.3858812,0,S0
-4.630307,0.5035423,0,S0
-6.0469165,-0.30570498,1,S1-2
-0.46980092,2.5059824,0,S0
0.2607813,0.9945149,0,S0
0.64949834,0.8924475,0,S0
-5.8225036,-1.9299943,2,S3-6
-5.763025,-1.8306215,2,S3-6
-6.2950726,-1.8545448,2,S3-6
-6.4806447,-1.2768577,3,S7-15
1.3698475,2.0232115,0,S0
0.36497483,0.21176057,0,S0
0.6372547,1.9233792,0,S0
-2.2245424,2.814909,0,S0
0.21977447,2.6595387,0,S0
-0.32651943,1.9973286,0,S0
-10.157897,-4.3365645,4,S16-20
-8.00049,-2.4200864,2,S3-6
-3.7950253,0.48827547,0,S0
-6.910368,-1.0551498,2,S3-6
-7.1560745,-1.0301613,2,S3-6
-7.349157,-1.0658041,2,S3-6
0.49641952,3.525109,0,S0
-0.8360258,2.8057427,0,S0
-1.2965277,2.6473036,0,S0
-1.6019256,2.1085773,0,S0
-4.5171094,-0.61961925,1,S1-2
-4.5573606,-0.9880409,1,S1-2
-2.8071961,-2.166636,1,S1-2
-2.3263826,-2.0951543,1,S1-2
-5.2603197,-0.42118773,1,S1-2
-5.273534,-0.38769516,1,S1-2
-5.917224,-0.23586811,1,S1-2
-5.744152,-0.8079624,1,S1-2
-5.931837,-2.2564797,1,S1-2
-5.8383927,-2.3204381,2,S3-6
-5.954769,-2.517594,2,S3-6
-0.9724597,1.5576773,0,S0
0.48830348,2.1294186,0,S0
1.2348036,0.845349,0,S0
1.7446121,0.27684736,0,S0
2.0972025,0.45023072,0,S0
1.5889229,0.37377936,0,S0
-4.1412816,-0.815276,1,S1-2
2.7069137,0.09982335,0,S0
0.83262885,2.8179169,0,S0
0.93178725,2.3312974,0,S0
-4.8264775,-2.9703746,3,S7-15
0.32464707,0.99649173,0,S0
-0.73674685,1.9408352,0,S0
-1.9962426,1.1392853,0,S0
-1.994696,1.5385901,0,S0
-6.897926,-1.1179,1,S1-2
-2.317001,1.8190966,0,S0
-2.7495902,1.6718553,1,S1-2
-0.6028596,1.7494255,0,S0
1.3475426,1.1760867,0,S0
-2.245381,0.32355627,0,S0
2.613422,2.5439084,0,S0
-8.29081,-3.430527,3,S7-15
-8.45033,-3.223273,3,S7-15
-0.034158375,-0.1665207,0,S0
-0.27739093,-0.3664358,0,S0
-2.3710842,-1.5711272,0,S0
-2.6091104,-1.9217614,1,S1-2
2.2113225,1.5438403,0,S0
2.300096,1.3436803,0,S0
1.9692655,1.3831811,0,S0
-3.133415,-0.83781224,1,S1-2
-3.219861,-1.1859816,1,S1-2
-9.730833,-4.1696343,4,S16-20
-9.85117,-3.9641488,4,S16-20
-8.675789,-3.2613957,4,S16-20
2.917808,1.8487657,0,S0
-2.581677,0.37011257,0,S0
-2.4215767,-0.12222881,0,S0
-8.707318,-4.941285,4,S16-20
-8.833214,-5.1739144,4,S16-20
-0.22048639,-0.23913023,0,S0
0.11484137,-0.39874166,1,S1-2
-4.054649,-2.1842337,1,S1-2
1.170939,3.0695686,0,S0
0.99953437,3.195173,0,S0
-1.9483386,-0.048932996,0,S0
-1.8371599,0.04658963,0,S0
-9.248429,-4.5602593,4,S16-20
1.0065287,0.108332306,0,S0
-2.9255044,-0.1822667,0,S0
0.003657062,0.20845571,0,S0
-3.9765782,-1.7664335,1,S1-2
3.6751063,1.648526,0,S0
-0.4080039,0.378258,0,S0
1.4096289,0.20562728,0,S0
1.7851048,3.4512467,0,S0
1.7215317,3.5014207,0,S0
1.6368552,3.58106,0,S0
1.8970717,3.355764,0,S0
3.467203,2.2962024,0,S0
0.12719117,3.148779,0,S0
2.726418,2.1278222,0,S0
-1.1811521,2.5073721,0,S0
2.3323932,2.3906393,0,S0
2.3768506,2.2218504,0,S0
3.4816399,2.459013,0,S0
0.37306616,2.1812725,0,S0
-4.5125217,-1.2148324,1,S1-2
-4.4961095,-1.044551,1,S1-2
-3.714745,-0.09025618,1,S1-2
3.941134,2.3509192,0,S0
3.916392,2.2996488,0,S0
-4.820544,0.06519577,1,S1-2
-3.590829,0.7114942,0,S0
-2.4576607,-0.8893562,1,S1-2
-4.973173,-1.3786849,1,S1-2
-5.0978346,-0.53565747,1,S1-2
-4.26164,-0.6918476,1,S1-2
1.4910904,3.0130513,0,S0
0.9963551,1.3511618,0,S0
0.8937821,1.8573633,0,S0
1.1516458,2.7848644,0,S0
-2.7513185,-1.6551949,0,S0
-3.1722152,2.1916857,0,S0
-4.115165,0.86340714,0,S0
-5.747113,0.21225318,1,S1-2
-3.709969,-0.14287841,1,S1-2
-3.9119315,0.04624801,1,S1-2
2.9051166,1.266538,0,S0
-5.888295,-2.2148645,2,S3-6
-6.147092,-2.330547,2,S3-6
-8.083616,-3.498741,3,S7-15
-8.894587,-3.8657103,4,S16-20
0.9649866,-0.21670097,0,S0
2.103933,1.5681674,0,S0
2.836292,1.4908679,0,S0
0.27890238,0.29695746,0,S0
-6.2740965,0.29066244,1,S1-2
-5.9953003,0.06635097,1,S1-2
1.104972,2.3628256,0,S0
0.42918637,0.22669251,0,S0
0.25389114,2.30867,0,S0
0.45488647,2.271316,0,S0
0.30715513,2.4430792,0,S0
-0.57333505,2.5205235,0,S0
-2.2430785,-0.06869832,0,S0
-1.2954628,1.5741242,0,S0
-2.2015548,0.2710253,0,S0
0.8291354,1.1540346,0,S0
-4.95911,0.9248064,1,S1-2
-5.097394,1.1020852,1,S1-2
-3.899163,1.7673013,0,S0
-7.2849607,-2.336716,3,S7-15
-7.507339,-2.535156,3,S7-15
-5.0351515,-1.6558925,2,S3-6
-5.796866,-3.3840053,3,S7-15
1.0265697,2.427753,0,S0
1.9335037,0.30258748,0,S0
1.9423741,0.4300493,0,S0
2.5745702,1.3751944,0,S0
3.536278,2.3924556,0,S0
-1.879569,0.93522066,0,S0
-6.5907345,-1.1895932,2,S3-6
-2.2211583,0.9432449,1,S1-2
-6.991459,-4.039861,3,S7-15
-7.344861,-4.2800345,3,S7-15
-7.737336,-4.3704643,3,S7-15
-9.00122,-4.6826186,4,S16-20
0.15602455,0.6399693,0,S0
0.6346619,0.6543175,0,S0
-6.3008556,-2.4560308,3,S7-15
-6.893591,-2.3260484,3,S7-15
3.3896835,3.3800821,0,S0
0.94308066,2.8787014,0,S0
-2.079997,-0.316058,0,S0
-6.0181427,-0.18316619,1,S1-2
-3.5148187,0.43378812,0,S0
-0.85797435,-0.6117085,1,S1-2
-5.229727,-1.2439599,1,S1-2
-7.7833033,-2.247755,2,S3-6
-7.7801924,-2.0688224,2,S3-6
-8.45298,-3.5595763,3,S7-15
-8.899235,-3.9853609,4,S16-20
-2.006011,-0.014757356,1,S1-2
-5.167148,1.1211667,2,S3-6
0.6796342,-0.09053172,0,S0
0.21425654,0.80746335,0,S0
-6.276606,-0.2946783,2,S3-6
0.22943112,-0.669893,0,S0
-3.7515106,-1.4708064,1,S1-2
-3.8625696,-1.5059123,1,S1-2
-2.5433204,0.25913537,0,S0
-2.567726,0.26511192,0,S0
-2.6853,0.42998356,0,S0
3.339555,1.7275937,0,S0
-5.2815747,-3.5125868,2,S3-6
-5.168128,-3.4976637,1,S1-2
-5.319807,-3.5094008,2,S3-6
-4.157688,0.45154533,0,S0
2.8772016,0.89391273,0,S0
0.95042145,1.477233,0,S0
1.6774629,2.303844,0,S0
1.2729002,2.4301403,0,S0
0.65763474,2.1809876,0,S0
0.64172363,2.4475024,0,S0
3.3018377,2.5806723,0,S0
-1.0766566,1.5307759,0,S0
-3.7498105,0.7128452,0,S0
-5.121509,-0.36811692,1,S1-2
-3.4081137,0.98706245,0,S0
-2.3736978,-1.2739297,0,S0
2.0451035,2.8503551,0,S0
0.06602665,1.328553,0,S0
-6.672737,-0.33654642,0,S0
-7.787017,-3.891861,3,S7-15
-8.854713,-4.3781943,4,S16-20
-9.228666,-4.6492925,4,S16-20
2.5329046,0.05783726,0,S0
-1.4332645,1.8276161,0,S0
0.44564986,1.1456559,0,S0
-1.5768046,2.3718693,0,S0
0.14326927,2.7947392,0,S0
-10.092985,-3.840527,4,S16-20
-10.049023,-3.793269,4,S16-20
-5.914826,0.6329202,1,S1-2
-5.1646028,0.86054265,0,S0
1.1269631,2.512308,0,S0
-7.3406973,-3.9421034,3,S7-15
-8.355386,-4.418288,4,S16-20
-7.4504275,-1.0044651,2,S3-6
-3.6982825,0.5643984,0,S0
-7.748023,-1.159526,2,S3-6
0.5740748,1.608002,0,S0
-7.6348667,-2.6888158,2,S3-6
0.28210843,1.3898,0,S0
1.1909403,0.9974431,0,S0
-1.7688211,1.6010028,3,S7-15
1.586572,0.19247258,0,S0
-1.7272625,2.2594688,0,S0
-0.65734816,3.0306602,0,S0
-0.36392865,3.064371,0,S0
-0.90343326,2.975799,0,S0
0.6818542,-0.06918225,0,S0
0.018609632,1.4151727,0,S0
-4.3607235,0.45144054,1,S1-2
-2.0769572,1.8094292,0,S0
-2.4786677,1.8290225,0,S0
-3.1317217,-1.0906521,1,S1-2
-3.7799194,-1.9299335,2,S3-6
-3.6420975,-2.0370264,2,S3-6
-1.1101712,1.0937788,0,S0
-0.3965764,1.2016068,1,S1-2
0.65317744,0.109098606,0,S0
-0.97243434,0.18213454,0,S0
-0.02614069,1.318817,0,S0
-4.8992686,0.376418,1,S1-2
-0.67120653,2.2947018,0,S0
-3.417264,0.9024908,0,S0
-3.3881855,1.1647694,0,S0
-4.5922837,0.8307977,0,S0
-3.7016423,-1.1934924,1,S1-2
-1.336473,0.89165545,0,S0
-1.5000569,0.96171427,0,S0
-1.6174684,0.9885509,0,S0
-1.891764,0.9577846,0,S0
-6.562416,-3.2478564,2,S3-6
-9.6807995,-4.777387,4,S16-20
-9.709929,-4.7085776,4,S16-20
-9.733051,-4.8670874,4,S16-20
-5.3172626,-0.39696154,1,S1-2
-0.80743223,-0.16922949,0,S0
-0.19374694,-0.17562668,0,S0
-0.6573215,-0.20691761,0,S0
-0.9040557,-0.17082006,0,S0
-1.6972787,1.8340847,0,S0
-6.8982635,-0.350478,1,S1-2
1.537732,1.5134808,0,S0
-7.08554,-0.42769346,2,S3-6
-4.1593328,0.68802273,2,S3-6
2.8704605,3.7430224,0,S0
2.5350122,1.9511418,0,S0
-0.2678898,1.7518697,0,S0
-3.296905,1.3424702,0,S0
2.1576626,3.245566,0,S0
2.3027139,2.9497957,0,S0
-9.024332,-4.367264,4,S16-20
-9.219586,-4.5253944,4,S16-20
-9.359712,-4.5863466,4,S16-20
1.4680376,0.03092496,0,S0
0.9883183,0.36897632,0,S0
1.7237813,0.7517551,0,S0
-0.6165678,0.6754873,0,S0
-0.9490357,0.66270274,0,S0
-1.3284254,0.50048965,0,S0
-2.6415558,0.7281235,0,S0
-1.394922,-0.7497719,0,S0
-1.8381159,-0.93928164,0,S0
-2.8707097,2.6217492,0,S0
-0.14678587,3.784729,0,S0
0.132734,3.7423868,0,S0
1.0129443,3.6487412,0,S0
-0.02403958,3.7296252,0,S0
