umap1,umap2,dynamics_bin,stage_label
1.8198959,1.7670604,0,S0
2.1313605,2.468898,0,S0
3.4939234,3.4204903,0,S0
-8.499939,-2.7000532,4,S16-20
1.8249717,0.60946965,0,S0
-7.1643643,-0.92006093,1,S1-2
3.490929,1.8237541,0,S0
-2.7720501,1.8926544,1,S1-2
0.0255884,3.8762662,0,S0
-0.26452315,1.3282167,0,S0
-4.255809,1.110261,1,S1-2
3.1792815,2.9350126,0,S0
0.2841301,2.717158,0,S0
-6.86073,-0.30195394,2,S3-6
-2.3799696,-0.057955615,1,S1-2
-0.11668322,2.105205,0,S0
-2.0017269,-0.8672735,1,S1-2
-3.106547,1.6110797,0,S0
-0.7457863,1.5257978,0,S0
-5.3803763,-3.1313741,1,S1-2
-1.7546052,0.40792277,0,S0
-0.6267014,-0.2330091,0,S0
-4.4615088,0.08545916,1,S1-2
-7.0649314,-1.0911332,1,S1-2
-5.2897396,0.0062466576,0,S0
1.4887359,1.2745835,0,S0
-6.373638,-1.347263,2,S3-6
-4.0020084,-2.3925395,1,S1-2
-5.3482428,-3.2566426,3,S7-15
1.675605,2.5458355,0,S0
1.7998643,2.656689,0,S0
-0.16846716,2.5231307,0,S0
-7.8294263,-3.343707,3,S7-15
-2.4174862,0.47259116,0,S0
-1.6166558,1.273281,0,S0
-6.371578,-1.3490571,2,S3-6
-8.244483,-2.371484,3,S7-15
0.19312201,-0.05336053,0,S0
-5.516796,-0.8456434,1,S1-2
-1.6014591,1.5604773,0,S0
4.355356,2.198085,0,S0
2.3505585,2.6138122,0,S0
-6.7007895,-0.23194152,1,S1-2
-3.4568756,-0.2877503,1,S1-2
0.014780255,3.3089914,0,S0
2.8289447,1.5895201,0,S0
2.8001404,3.0138018,0,S0
0.5879861,0.41753775,0,S0
-5.673153,-0.42303756,1,S1-2
-4.0920405,1.5044363,1,S1-2
-5.324887,1.0782416,1,S1-2
-7.5621176,-0.87713695,2,S3-6
-1.7946408,0.3467155,0,S0
1.8255986,1.6444614,0,S0
0.6461765,1.3429639,0,S0
-4.1515064,0.3337077,0,S0
-6.194434,0.28761888,2,S3-6
-4.6391926,0.3690363,1,S1-2
-5.796449,-0.18354155,2,S3-6
-3.1000564,1.2744106,0,S0
-7.46267,-1.5194435,2,S3-6
-3.1363778,0.786335,1,S1-2
0.9528653,2.9704685,0,S0
-6.4078345,-1.9841543,2,S3-6
-2.687971,0.83925813,0,S0
-7.181042,-1.6019248,2,S3-6
3.41436,2.3114882,0,S0
0.7401688,2.6739979,0,S0
-1.0347351,1.191866,0,S0
1.815787,1.9057313,0,S0
2.0315578,1.5293894,0,S0
3.077025,2.4001973,0,S0
-1.9466811,2.501712,0,S0
1.0241203,0.36872488,0,S0
-3.6767197,0.20804022,0,S0
-8.022715,-4.4095597,4,S16-20
1.6876857,2.5006392,0,S0
2.246075,1.161203,0,S0
-0.21851198,2.6404767,0,S0
0.29220003,2.184832,0,S0
-8.897073,-4.0760946,3,S7-15
-8.961074,-4.1197834,4,S16-20
-4.424153,1.4610481,0,S0
1.6783394,2.7607372,0,S0
3.4158041,3.0453436,0,S0
3.5857997,2.576773,0,S0
-2.9086847,0.83637005,0,S0
-5.571642,-1.5049565,1,S1-2
-9.923228,-3.6368217,4,S16-20
-2.2251701,1.01358,0,S0
0.1458863,0.9780567,0,S0
-3.0752559,1.9072659,0,S0
3.9485576,2.095344,0,S0
-8.792131,-2.8792524,4,S16-20
-1.263029,1.0662524,1,S1-2
0.6051473,2.4010508,0,S0
-0.43471196,1.124357,0,S0
-6.7566347,-1.593352,2,S3-6
-1.3686446,1.2165883,0,S0
1.1344963,3.2517264,0,S0
-3.0357044,-2.134237,1,S1-2
-0.73019177,2.4992726,0,S0
-0.9635594,0.49577954,0,S0
-9.788821,-3.7196302,4,S16-20
-9.373652,-3.948127,4,S16-20
-4.8381095,-1.2417275,1,S1-2
-5.0844126,-0.96087956,1,S1-2
0.46853584,0.66737795,0,S0
-5.7719984,0.025076177,1,S1-2
-2.9883263,-2.1962774,1,S1-2
-6.7414045,-2.6312757,1,S1-2
-8.638911,-5.1069355,4,S16-20
-2.0815558,-1.881482,1,S1-2
-6.324394,-0.4137358,1,S1-2
-7.405501,-4.047224,3,S7-15
-10.004847,-3.7530077,4,S16-20
-0.22213012,0.66004705,0,S0
-0.45843905,0.5028872,0,S0
-5.0573206,0.36441684,1,S1-2
-3.8777843,1.2150375,0,S0
-0.19409122,1.2266701,0,S0
-3.3989375,0.709664,0,S0
-5.469117,-1.7689769,1,S1-2
-2.8690028,0.42285138,0,S0
-6.11295,-1.4391309,1,S1-2
-3.5433357,-1.8825443,1,S1-2
-6.5610175,-0.492155,2,S3-6
0.89600915,2.862017,0,S0
-0.86892986,0.5646802,0,S0
-2.104904,1.2377373,0,S0
-9.083914,-3.8604977,4,S16-20
-2.9424613,0.8571469,0,S0
-0.9530317,0.1854391,0,S0
-1.6411508,1.6751641,0,S0
-5.8227043,-0.64955384,1,S1-2
-4.4392715,-1.5167019,1,S1-2
-0.07840501,3.4237711,0,S0
-0.5902211,1.9905368,0,S0
-3.5124307,-0.11842156,0,S0
-3.6910758,1.8833482,0,S0
1.2034853,1.6041908,0,S0
-3.0004945,-0.5720098,1,S1-2
-5.744956,-3.102916,3,S7-15
-4.6436963,-2.2719119,1,S1-2
-4.1429057,-0.57036734,1,S1-2
1.6564043,3.4231894,0,S0
0.70801926,0.55721253,0,S0
-2.9032757,-1.598832,1,S1-2
-2.480313,0.48907104,0,S0
-9.496691,-4.880152,4,S16-20
-5.518244,0.6943765,2,S3-6
-2.5860713,1.456364,0,S0
-5.072757,-3.237155,2,S3-6
-3.3879418,-1.9139205,1,S1-2
-7.890605,-1.2074324,2,S3-6
-0.5503213,-0.30677205,0,S0
-5.955093,-0.9575613,2,S3-6
-4.079786,-0.9638183,1,S1-2
-3.0911868,0.29164666,1,S1-2
-8.670137,-2.8649707,4,S16-20
-6.891299,-0.33261853,2,S3-6
-8.181846,-1.948415,3,S7-15
-9.377665,-4.213152,4,S16-20
-2.581703,-1.2546787,0,S0
-2.5705318,0.870641,1,S1-2
-8.084442,-3.2530513,3,S7-15
-3.5018613,-0.052236725,0,S0
-2.5717776,0.9231434,0,S0
-6.108981,-2.9783216,2,S3-6
0.34097186,2.9711041,0,S0
-6.3670154,-0.26896435,1,S1-2
-6.3116,0.5328862,1,S1-2
0.67329156,-0.09501855,0,S0
-7.7600718,-1.0720114,3,S7-15
-5.7754884,0.645897,1,S1-2
2.731988,1.7788545,0,S0
-4.952791,-1.452853,1,S1-2
-5.8643847,-0.05290539,1,S1-2
-3.770838,-0.5507749,0,S0
2.272537,1.2674031,0,S0
-3.610705,1.9002959,0,S0
-7.3594623,-3.0601819,3,S7-15
-6.783115,-2.465497,3,S7-15
-6.3363934,-3.1988342,2,S3-6
-6.962923,-3.1893232,3,S7-15
-0.010780873,-0.6507942,2,S3-6
-3.741087,-0.6648556,1,S1-2
-2.8815398,1.4329469,0,S0
-2.7103908,1.3054882,0,S0
-6.3968525,0.14741567,2,S3-6
2.3117304,2.2046216,0,S0
3.442241,2.424494,0,S0
-2.2053976,0.21043697,0,S0
-8.371822,-3.5975137,3,S7-15
3.4705536,0.7490596,0,S0
-8.492859,-3.8961189,4,S16-20
-3.826316,0.87488073,0,S0
2.4664972,2.287964,0,S0
-2.1423476,-0.703052,1,S1-2
-8.889904,-3.6888614,4,S16-20
-9.620871,-3.7160506,4,S16-20
-0.07168251,2.350186,0,S0
-0.64622545,1.6531168,0,S0
-9.9936285,-3.96515,4,S16-20
-2.5850427,-0.47470206,0,S0
1.3145417,1.4847761,0,S0
0.9460882,0.7026338,0,S0
-6.3664494,-2.8528495,3,S7-15
-1.7220898,3.2612386,0,S0
-0.7170408,2.95287,0,S0
-2.9070504,0.29884443,0,S0
-0.38110995,2.4591131,0,S0
-9.204038,-3.7784014,4,S16-20
-5.1183114,-0.08313209,1,S1-2
-6.0857363,-3.5156193,3,S7-15
-1.940661,2.4078796,0,S0
-1.6880481,0.19969247,0,S0
-2.260395,-0.7958845,0,S0
-6.7987304,-0.5840395,1,S1-2
-3.6295583,-0.721086,1,S1-2
-0.40074193,2.2015588,0,S0
0.6299319,3.3547566,0,S0
-6.552687,-3.2219718,3,S7-15
-5.5530467,0.2781544,0,S0
1.7366346,3.2023032,0,S0
-5.3177238,-1.2304205,1,S1-2
-3.2339442,1.5225393,0,S0
-8.18267,-4.3146434,4,S16-20
-4.3095193,1.0870507,0,S0
-5.060408,0.57854736,1,S1-2
-7.703101,-3.7890718,3,S7-15
-1.1564869,0.65541774,0,S0
-8.490257,-4.6299887,4,S16-20
0.29852638,0.2415062,0,S0
-6.1142807,-2.6064687,3,S7-15
3.5548508,1.9911715,0,S0
3.4734802,3.4974375,0,S0
-4.988311,-0.08014649,0,S0
-1.3641946,0.15472747,0,S0
-8.115692,-3.532574,3,S7-15
-4.6942043,1.1507463,1,S1-2
-2.1638374,1.6477139,0,S0
0.2709795,3.6001313,0,S0
1.0416576,0.95796055,0,S0
-1.2472674,1.5964304,0,S0
-4.126351,-0.9055016,1,S1-2
0.12349671,-0.27244464,0,S0
1.2100449,2.1491628,0,S0
-7.230884,-2.8506904,2,S3-6
0.057943475,3.5521634,0,S0
3.8374057,2.7528455,0,S0
-6.400887,-2.6735427,2,S3-6
-0.8024382,1.7799213,0,S0
-2.7291744,1.940038,0,S0
-9.4704685,-4.256857,4,S16-20
2.9546638,2.9055097,0,S0
-6.2040567,-3.668918,3,S7-15
-4.216523,0.2547444,1,S1-2
-2.8137321,1.073026,0,S0
-1.1115079,0.65657645,0,S0
-8.137803,-1.8144921,3,S7-15
1.7298625,0.81726205,0,S0
0.6941064,2.4166694,0,S0
0.011022935,1.5919671,0,S0
-0.4217623,1.5304309,0,S0
-9.776439,-3.878967,4,S16-20
3.503332,3.3856926,0,S0
-9.72936,-3.9098358,4,S16-20
1.0722886,2.8111217,0,S0
4.283471,2.439519,0,S0
-7.404062,-1.5714989,2,S3-6
-7.4631796,-1.957551,2,S3-6
-6.63515,-0.5576768,2,S3-6
-1.2134991,0.890359,0,S0
-0.21633387,3.013698,0,S0
-6.9586897,-2.8489165,3,S7-15
-5.9793158,-2.8344977,3,S7-15
-2.5361886,-1.6251215,1,S1-2
-5.690153,-0.5464151,1,S1-2
-3.711285,0.31240287,0,S0
0.4619596,2.07697,0,S0
-5.5050735,-2.39474,1,S1-2
0.7237879,1.5239199,0,S0
2.5324402,2.893748,0,S0
-4.2515674,-0.9906463,1,S1-2
2.245485,3.1019182,0,S0
-5.6947865,-1.322545,1,S1-2
-9.194592,-4.420538,4,S16-20
-4.6173387,1.3958927,0,S0
-7.838823,-1.2411923,2,S3-6
-2.4607234,-0.7469949,0,S0
-1.9213403,1.5794536,0,S0
-2.5550833,0.7619258,0,S0
-7.186132,-1.1002975,2,S3-6
-6.4857,-0.20542397,1,S1-2
-1.7723049,-0.31672835,0,S0
0.20860852,3.3478742,0,S0
-5.2901783,-0.62962717,1,S1-2
3.2044098,3.6301823,0,S0
-3.158469,-0.10839635,0,S0
-4.136236,-2.259924,1,S1-2
0.1983692,1.7484668,0,S0
-5.9525905,-1.5715916,1,S1-2
-2.0113876,0.962259,0,S0
-6.314666,-1.8736037,2,S3-6
-6.7070465,0.0002720055,2,S3-6
-7.9719934,-2.2789814,2,S3-6
-0.16743302,1.7033535,0,S0
0.46507937,1.3725117,0,S0
-1.930948,1.734466,0,S0
-4.8484335,1.2239163,0,S0
3.2854314,0.7703572,0,S0
0.057126638,3.8552604,0,S0
-1.1273639,0.120972544,0,S0
3.0392077,3.3056679,0,S0
-7.694975,-2.3556435,3,S7-15
-1.6644002,0.9047662,0,S0
1.2911571,2.6896586,0,S0
0.3314956,-0.071388155,0,S0
2.8591707,2.404228,0,S0
-3.0844593,-0.07947476,1,S1-2
-1.1032293,-0.20410325,0,S0
3.612916,2.6344635,0,S0
2.2499025,0.57121646,0,S0
3.2173846,1.8453726,0,S0
0.23119077,0.12756212,0,S0
2.4921253,2.1355336,0,S0
-4.593291,-0.8243442,1,S1-2
-0.703256,0.3789835,0,S0
2.963857,3.4493487,0,S0
-7.7843466,-3.4846814,3,S7-15
-1.2711097,2.4717822,0,S0
-3.5533814,1.3966063,0,S0
-1.7952918,-0.073373035,1,S1-2
-4.5755258,-1.0376066,1,S1-2
-7.9566607,-2.519166,3,S7-15
2.1627023,1.4958619,0,S0
-1.7584327,-0.15325798,0,S0
-2.92404,0.2535271,0,S0
-4.4067054,-0.042903617,1,S1-2
-9.269251,-4.5932584,4,S16-20
-2.6434464,1.2926775,0,S0
-0.8548561,1.6403252,0,S0
0.0033205193,0.71670514,0,S0
-6.196665,-0.1659713,1,S1-2
-8.441723,-4.5891643,4,S16-20
0.38720697,2.0834343,0,S0
-3.016881,-0.4719209,1,S1-2
-0.89847225,1.3976328,0,S0
0.95673805,2.9210308,0,S0
1.2350591,1.2332805,0,S0
1.2146428,3.4952025,0,S0
3.8316462,2.7122703,0,S0
-3.314833,-2.3953564,1,S1-2
-1.7881911,0.5982282,0,S0
-5.457983,-0.4897689,1,S1-2
-7.6613407,-1.071555,2,S3-6
-4.80509,-0.5379858,2,S3-6
-1.9455163,0.68971956,0,S0
-5.524665,-0.3205162,1,S1-2
-6.0005994,-0.58342516,2,S3-6
-2.2156606,0.6599465,0,S0
-3.736918,1.0550611,0,S0
-4.523098,-0.54745764,1,S1-2
2.2117717,1.0693142,0,S0
-1.4415417,2.6971114,0,S0
-4.6505365,-1.0206228,1,S1-2
0.43004885,2.5855582,0,S0
-3.8600416,-1.9435983,1,S1-2
-1.2075055,-0.7163564,0,S0
-2.4031575,0.6213495,0,S0
-0.1259826,0.810051,0,S0
-3.5134192,2.0170166,0,S0
-2.598849,0.9636114,0,S0
0.12512459,1.9303974,0,S0
-7.5555167,-2.1642008,2,S3-6
-3.2072659,-0.45491672,1,S1-2
-3.6766655,-2.7924807,1,S1-2
-1.8880315,2.2684252,0,S0
-6.306943,-1.5388901,3,S7-15
-3.7533388,2.3592608,1,S1-2
2.287313,2.1248968,0,S0
3.7108197,1.9543718,0,S0
-1.282683,1.3618845,0,S0
-0.5784807,3.1797695,0,S0
0.21109498,1.7194898,0,S0
1.0854291,0.96857363,0,S0
-1.7692426,2.326805,0,S0
-1.8871447,-1.7682381,0,S0
-10.157695,-4.151336,4,S16-20
-6.105258,-3.3274121,2,S3-6
-0.48406073,2.095701,0,S0
-4.427833,0.6941703,1,S1-2
-6.120569,-2.4549012,2,S3-6
-2.3865478,-1.5869505,0,S0
-0.16433851,0.4502348,0,S0
1.0580778,2.9868984,0,S0
-8.565812,-4.8065314,4,S16-20
3.2994792,2.3304648,0,S0
0.019745594,0.3705361,0,S0
-1.1089839,1.753629,0,S0
3.878739,2.9634564,0,S0
-4.4197717,1.5359399,0,S0
-5.3659472,0.82729775,1,S1-2
-4.4346604,-2.527508,2,S3-6
-1.4896679,1.322957,0,S0
-2.5174196,2.1351564,0,S0
-2.0558057,1.3915726,0,S0
-3.0026271,0.585358,1,S1-2
1.8084273,1.8396691,0,S0
-9.541995,-3.6077495,4,S16-20
4.067887,1.7645909,0,S0
0.52956384,2.4042666,0,S0
-5.6982703,0.0747841,1,S1-2
-2.3237405,2.3203847,0,S0
-1.2039859,-0.23974569,1,S1-2
-4.9489584,-0.25511742,1,S1-2
-7.4952593,-2.5358593,3,S7-15
-3.722133,0.60081655,0,S0
-7.531719,-3.0743887,2,S3-6
-6.9148726,-1.3891542,2,S3-6
3.6332047,2.7571242,0,S0
-4.849941,0.7570202,1,S1-2
-1.6459737,1.1743462,0,S0
-1.4608183,-0.08847658,0,S0
-2.4184866,1.6716193,0,S0
-3.365723,0.76843137,0,S0
-6.5366435,-2.7359095,2,S3-6
-6.7166567,-2.9037895,2,S3-6
-9.263434,-4.3938565,4,S16-20
-1.2344531,0.08359481,0,S0
0.82429165,3.3000996,0,S0
-6.9147153,-1.4640483,2,S3-6
-0.04995687,0.9475402,0,S0
-3.079916,-0.937489,0,S0
-9.388513,-3.6204686,4,S16-20
0.75242215,2.9421997,0,S0
-8.518912,-4.9238863,4,S16-20
-4.8121805,-1.7549046,2,S3-6
3.679101,0.97619987,0,S0
-0.8593542,0.9220978,0,S0
1.4010426,-0.12294833,0,S0
0.9789671,2.1018717,0,S0
-3.3274765,0.072940215,1,S1-2
-1.4995633,0.04106504,0,S0
3.7580538,3.3689792,0,S0
-5.630649,-4.2219267,1,S1-2
3.0281265,2.3984997,0,S0
-0.32217687,0.78570807,0,S0
-2.935167,2.3409028,0,S0
-4.3949,-0.6033128,1,S1-2
-0.49370828,0.24347362,0,S0
-5.547736,-1.4118724,2,S3-6
1.5362344,2.976683,0,S0
2.8650575,3.1602907,0,S0
-5.664557,0.004452085,2,S3-6
-2.3012218,0.49620834,0,S0
-0.9083556,2.396291,0,S0
3.494031,1.5010409,0,S0
-9.309836,-5.0120134,4,S16-20
-2.5027573,2.1264892,0,S0
-3.7352974,-0.81183183,0,S0
-1.1475127,1.1727335,0,S0
-0.4202773,2.1931176,0,S0
-7.7460284,-3.3015854,3,S7-15
-3.8378983,-2.355546,1,S1-2
-2.4937687,1.8961529,0,S0
-0.48418579,1.0689372,0,S0
-7.2109494,-2.0155613,2,S3-6
-4.1787105,-0.33513755,1,S1-2
-6.8852677,-0.4427425,2,S3-6
4.3270316,2.2080517,0,S0
-2.9247031,0.9159262,0,S0
-7.0199056,-1.7564132,2,S3-6
-3.053181,0.913455,0,S0
-0.8231533,0.5146125,1,S1-2
-9.14675,-5.042992,4,S16-20
-7.329272,-2.9050832,3,S7-15
-4.6102057,-0.19779277,1,S1-2
-3.046986,-0.12070149,0,S0
-6.1445966,-2.669435,2,S3-6
-7.706974,-1.8054854,2,S3-6
-5.899091,0.033816237,1,S1-2
-2.2035344,-0.56682867,0,S0
-5.6234856,-2.763235,2,S3-6
-2.0696402,-1.3995587,1,S1-2
-1.2547336,2.1434014,0,S0
-7.9566746,-3.0415704,3,S7-15
-6.8521714,-0.5304397,1,S1-2
-5.7701483,-2.3963552,1,S1-2
-7.955291,-1.4854656,2,S3-6
-6.8371925,-2.3105397,2,S3-6
0.8470175,3.7655013,0,S0
-5.819716,0.3761772,1,S1-2
-7.1498184,-0.56190604,2,S3-6
1.8280116,3.4349287,0,S0
-2.4634762,1.1341513,1,S1-2
-6.2228684,0.2957311,2,S3-6
-2.4707127,0.4935618,1,S1-2
-0.13931352,1.9331623,0,S0
-2.6124856,-1.2999322,1,S1-2
-3.6975572,-0.9459431,0,S0
-1.6796446,2.6647015,0,S0
-0.9904957,0.6114751,0,S0
2.1053526,-0.028432386,0,S0
1.2079403,0.6280946,0,S0
0.5991544,2.2157469,0,S0
-3.6670985,-0.8674308,0,S0
-3.0194197,2.6261892,0,S0
-0.23110732,0.08131364,0,S0
-2.6482196,2.6303856,0,S0
-1.9023174,1.3823998,0,S0
-1.4058398,-0.32777286,0,S0
-6.293393,-0.7078495,1,S1-2
-5.485496,-0.023801662,1,S1-2
-3.3296824,-0.12738162,0,S0
-4.4205637,0.5846815,1,S1-2
-7.9097857,-3.4511905,3,S7-15
-1.4706036,2.3365834,0,S0
-1.8477846,1.4301049,0,S0
-3.3793614,-1.0554554,1,S1-2
1.9845407,1.6447775,0,S0
-0.36518973,1.0799837,0,S0
-4.756213,1.0621142,2,S3-6
-3.0750828,0.07935931,1,S1-2
3.6852856,3.4638572,0,S0
-2.7750158,0.48940086,0,S0
2.6783695,2.8460975,0,S0
-7.1960397,-0.96204793,2,S3-6
-4.9321537,1.1979505,2,S3-6
-2.6355243,-0.5599807,1,S1-2
-2.8054178,1.2550817,1,S1-2
2.8005335,2.9616916,0,S0
-4.896159,1.1540496,0,S0
-0.31005955,1.7310523,0,S0
1.0818805,3.1744592,0,S0
-6.0494676,-1.0063142,2,S3-6
-0.6254599,0.006811095,0,S0
-2.2616775,-0.31818002,1,S1-2
-5.084113,1.019705,1,S1-2
0.73482066,2.7317216,0,S0
0.0978121,2.507871,0,S0
0.8393108,2.9983232,0,S0
-4.2087307,-0.5491242,0,S0
-0.45061165,0.5457233,0,S0
-2.4395866,2.4092543,0,S0
-5.4036627,-2.953073,1,S1-2
2.9333758,2.1623075,0,S0
3.1589499,3.5459077,0,S0
2.6336296,2.2188978,0,S0
-1.9482223,0.19772619,1,S1-2
-1.4161147,1.6263816,0,S0
-1.6460382,-0.079941295,0,S0
-3.377871,-2.301393,1,S1-2
-7.156423,-1.2257373,2,S3-6
0.3207089,1.5456301,0,S0
-1.3961939,2.1683056,0,S0
1.0607834,2.9804928,0,S0
-8.966359,-3.7366095,4,S16-20
-2.707043,-2.176788,1,S1-2
-0.17675358,0.75382686,0,S0
1.0518214,3.1362169,0,S0
-3.2259746,-2.1479208,1,S1-2
-0.5599428,2.5727878,0,S0
-0.42219767,1.5022773,0,S0
-9.859146,-3.7796967,4,S16-20
-6.3112144,-2.2054172,2,S3-6
3.6205842,3.379871,0,S0
-3.9848602,-2.1907568,1,S1-2
-5.485244,-0.37513745,1,S1-2
0.40242183,1.6029571,0,S0
-1.204864,0.61424196,0,S0
-3.022237,2.4809802,0,S0
-8.135827,-4.168753,4,S16-20
1.7192135,1.8752307,0,S0
1.197636,3.3119366,0,S0
-3.0759134,1.049272,0,S0
-3.3397274,1.330458,1,S1-2
0.6092035,2.4796047,0,S0
-2.4909484,2.882079,0,S0
3.0397692,0.37980607,0,S0
-6.611809,-2.1987,2,S3-6
2.5092702,1.6323109,0,S0
-5.4627385,-0.46848157,1,S1-2
-2.3302238,1.1250353,0,S0
1.702989,3.0734243,0,S0
-0.2908153,1.4036155,0,S0
-2.9549735,1.8268179,0,S0
-0.071628414,-0.59120256,1,S1-2
-6.791732,-2.1190078,3,S7-15
-4.837437,-2.9979024,1,S1-2
-1.2544016,1.7306545,0,S0
-0.03352173,0.56737375,0,S0
-0.4140745,2.9771655,0,S0
-3.1200092,-1.5831488,1,S1-2
-3.0578961,2.2134957,0,S0
0.45357215,3.0589821,0,S0
-1.5967821,0.27125087,0,S0
0.3617287,2.7714264,0,S0
-3.1578221,0.61047447,1,S1-2
-3.818835,0.08249574,1,S1-2
0.25753948,1.4655418,0,S0
-0.7772835,-0.15677205,0,S0
-2.0477505,-1.6600604,0,S0
-8.707306,-4.0911536,3,S7-15
-1.3016386,1.9916954,0,S0
-0.19328211,2.383558,0,S0
-3.8518195,-0.8696068,1,S1-2
-6.21428,-0.28255472,2,S3-6
-6.266483,-3.3436983,2,S3-6
0.36997563,0.75741476,0,S0
-8.717717,-4.09438,4,S16-20
-3.123467,0.63997656,0,S0
-8.136133,-3.4720938,3,S7-15
1.963559,0.55045867,1,S1-2
0.7450969,0.33108768,0,S0
2.5220995,1.0856314,0,S0
3.330618,1.8266128,0,S0
-1.5219271,2.3081214,0,S0
-3.7290945,-1.0498455,1,S1-2
2.8529253,2.3824368,0,S0
-5.9271054,-4.273256,2,S3-6
-5.2642126,0.9086233,1,S1-2
-0.79938716,1.192455,0,S0
0.09450074,1.5367072,0,S0
-5.6206822,-1.4059904,1,S1-2
-3.0278416,-2.2213185,1,S1-2
-1.8187658,1.1071304,0,S0
-0.46060818,0.28350443,0,S0
3.0872161,1.9945992,0,S0
-1.7898778,0.5838255,0,S0
-8.785928,-3.1666856,4,S16-20
-3.983682,-2.514042,1,S1-2
-2.650264,1.757865,0,S0
-1.6674294,-1.7774569,0,S0
-6.405008,-2.1254056,2,S3-6
-6.9204464,-1.9653392,3,S7-15
0.40876037,1.7968212,0,S0
-4.534232,-0.738784,1,S1-2
-3.216829,-0.6088505,0,S0
-2.5770962,-2.2491493,1,S1-2
-9.863295,-3.935262,4,S16-20
-10.020785,-4.6065927,4,S16-20
-1.8092408,-1.8507375,1,S1-2
-3.0524156,-2.247753,2,S3-6
