reconstruction_mse_standardized
0.03404265
0.020407332
0.031800274
0.013850802
0.016294053
0.011521616
0.027008198
0.014893115
0.01387462
0.008696638
0.009670717
0.017636795
0.012141963
0.015857808
0.016915226
0.022260351
0.021435427
0.014796877
0.02582316
0.025490893
0.025537308
0.017869527
0.01815035
0.030037506
0.015625637
0.014434764
0.023122529
0.0151791675
0.009888962
0.025259001
0.014668243
0.016411718
0.040233385
0.02576657
0.015786944
0.027659897
0.014605735
0.021055315
0.02911559
0.014351645
0.019052213
0.023696447
0.018907037
0.0072281687
0.009259322
0.015377436
0.014575859
0.021756176
0.034725245
0.021354347
0.024383958
0.013905094
0.02263357
0.0266237
0.03037268
0.024003096
0.01865443
0.022540761
0.017135333
0.029649485
0.01788841
0.034686353
0.023853691
0.027332965
0.016711932
0.014716454
0.014280179
0.040283337
0.02602165
0.013858951
0.023582684
0.011377629
0.023306858
0.04207745
0.020588359
0.013542546
0.012012505
0.01700549
0.029691108
0.022979632
0.011499357
0.02742844
0.013833313
0.035891168
0.029866023
0.016532693
0.019035727
0.019527001
0.012948712
0.011629801
0.0103721265
0.036414754
0.017236162
0.020032473
0.023951542
0.03390088
0.01292193
0.007257622
0.020215726
0.011783431
0.015386264
0.0055037714
0.0076391767
0.012730766
0.03380197
0.019527292
0.0067340434
0.022514418
0.015897091
0.0205604
0.016122552
0.013479969
0.015626712
0.025406672
0.009613475
0.04153275
0.026431374
0.01715562
0.01264208
0.014822844
0.0051305247
0.0063171973
0.024735259
0.0119349295
0.012848753
0.008002237
0.034283668
0.030826168
0.012488496
0.0184834
0.016480163
0.011955643
0.00852453
0.01492576
0.012071189
0.023148382
0.012546823
0.021998689
0.032978453
0.020694435
0.024489531
0.011583692
0.014863958
0.017279595
0.010154372
0.01218068
0.015306417
0.009407407
0.014464953
0.013166093
0.009792624
0.014691695
0.024182646
0.021182403
0.013604708
0.020813452
0.01951304
0.00919743
0.007883645
0.014981675
0.010756526
0.017032405
0.024160206
0.021672323
