subtype,time_index,coord1,coord2
1,53,-6.945476532,-1.749306917
1,54,-6.975651741,-1.784730673
1,55,-7.005696297,-1.820088863
1,56,-7.035626888,-1.855374098
1,57,-7.065459728,-1.8905797
1,58,-7.095211506,-1.925700426
1,59,-7.124897957,-1.960730791
1,60,-7.154535294,-1.995666385
1,61,-7.184138775,-2.030503035
1,62,-7.213724613,-2.065237999
1,63,-7.243308067,-2.099868298
1,64,-7.272903919,-2.134391785
1,65,-7.302526951,-2.168806553
1,66,-7.332191944,-2.203112125
1,67,-7.361912727,-2.237307549
1,68,-7.391703129,-2.271392345
1,69,-7.421576977,-2.305366278
1,70,-7.451547146,-2.339230299
1,71,-7.481626511,-2.372984886
1,72,-7.511827469,-2.406630993
1,73,-7.542161942,-2.440169811
1,74,-7.57264185,-2.473603249
1,75,-7.60327816,-2.506932735
1,76,-7.634081364,-2.540160418
1,77,-7.665061474,-2.573287725
1,78,-7.696228981,-2.606317759
1,79,-7.727593422,-2.639252186
1,80,-7.75916338,-2.67209363
1,81,-7.79094696,-2.704844236
1,82,-7.822953224,-2.737507105
1,83,-7.855188847,-2.77008462
1,84,-7.887661457,-2.802579403
1,85,-7.920377731,-2.834993601
1,86,-7.953344345,-2.867330551
1,87,-7.986566544,-2.899592876
1,88,-8.020050049,-2.931782961
1,89,-8.053799629,-2.963903427
1,90,-8.087820053,-2.995956421
1,91,-8.122116089,-3.02794528
1,92,-8.156691551,-3.05987215
1,93,-8.191549301,-3.091739416
1,94,-8.2266922,-3.123549223
1,95,-8.262124062,-3.155304432
1,96,-8.29784584,-3.187007189
1,97,-8.333860397,-3.218659639
1,98,-8.37016964,-3.250263691
1,99,-8.406774521,-3.281821966
1,100,-8.443676949,-3.313336134
1,101,-8.480876923,-3.344808102
1,102,-8.518374443,-3.376239538
1,103,-8.556171417,-3.407632828
1,104,-8.594266891,-3.438989401
1,105,-8.632660866,-3.470311165
1,106,-8.671352386,-3.501599073
1,107,-8.710341454,-3.532855511
1,108,-8.74962616,-3.564081669
1,109,-8.789206505,-3.595278978
1,110,-8.829080582,-3.626448393
1,111,-8.869247437,-3.65759182
1,112,-8.909706116,-3.688710451
1,113,-8.950453758,-3.719805241
1,114,-8.991488457,-3.750877142
1,115,-9.032809258,-3.781927824
1,116,-9.0744133,-3.812958002
1,117,-9.116298676,-3.84396863
1,118,-9.158462524,-3.874960423
1,119,-9.200903893,-3.905934811
1,120,-9.243618965,-3.936892509
